date,season,league,gameType,home_team,away_team,home_score,away_score
2023-10-03,2023-24,Italy LBA,Regular Season,Happy Casa Brindisi,NutriBullet Treviso,93,75
2023-10-04,2023-24,Italy LBA,Regular Season,Happy Casa Brindisi,Openjobmetis Varese,86,81
2023-10-06,2023-24,Italy LBA,Regular Season,Happy Casa Brindisi,Umana Reyer Venezia,84,80
2023-10-07,2023-24,Italy LBA,Regular Season,Happy Casa Brindisi,Virtus Segafredo Bologna,83,75
2023-10-08,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Germani Brescia,84,77
2023-10-09,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Happy Casa Brindisi,75,58
2023-10-11,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,EA7 Emporio Armani Milano,72,73
2023-10-12,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Generazione Vincente Napoli Basket,90,83
2023-10-13,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Carpegna Prosciutto Pesaro,96,69
2023-10-14,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Estra Pistoia,67,74
2023-10-16,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,UNAHOTELS Reggio Emilia,91,95
2023-10-17,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Banco di Sardegna Sassari,86,74
2023-10-18,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Givova Scafati,68,63
2023-10-19,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Bertram Derthona Tortona,83,67
2023-10-21,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Dolomiti Energia Trento,99,80
2023-10-22,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,NutriBullet Treviso,70,76
2023-10-23,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Openjobmetis Varese,82,83
2023-10-24,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Umana Reyer Venezia,92,90
2023-10-26,2023-24,Italy LBA,Regular Season,Vanoli Basket Cremona,Virtus Segafredo Bologna,93,83
2023-10-27,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Germani Brescia,83,77
2023-10-28,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Happy Casa Brindisi,69,55
2023-10-29,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Vanoli Basket Cremona,74,51
2023-10-31,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Generazione Vincente Napoli Basket,86,84
2023-11-01,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Carpegna Prosciutto Pesaro,82,90
2023-11-02,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Estra Pistoia,81,86
2023-11-03,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,UNAHOTELS Reggio Emilia,79,68
2023-11-05,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Banco di Sardegna Sassari,80,65
2023-11-06,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Givova Scafati,99,77
2023-11-07,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Bertram Derthona Tortona,83,82
2023-11-08,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Dolomiti Energia Trento,91,86
2023-11-10,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,NutriBullet Treviso,86,80
2023-11-11,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Openjobmetis Varese,94,63
2023-11-12,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Umana Reyer Venezia,95,72
2023-11-13,2023-24,Italy LBA,Regular Season,EA7 Emporio Armani Milano,Virtus Segafredo Bologna,82,80
2023-11-15,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Germani Brescia,83,104
2023-11-16,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Happy Casa Brindisi,90,71
2023-11-17,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Vanoli Basket Cremona,80,70
2023-11-19,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,EA7 Emporio Armani Milano,77,68
2023-11-20,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Carpegna Prosciutto Pesaro,93,75
2023-11-21,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Estra Pistoia,93,95
2023-11-22,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,UNAHOTELS Reggio Emilia,87,89
2023-11-24,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Banco di Sardegna Sassari,88,79
2023-11-25,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Givova Scafati,102,92
2023-11-26,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Bertram Derthona Tortona,81,76
2023-11-27,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Dolomiti Energia Trento,93,103
2023-11-29,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,NutriBullet Treviso,95,81
2023-11-30,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Openjobmetis Varese,97,96
2023-12-01,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Umana Reyer Venezia,90,97
2023-12-02,2023-24,Italy LBA,Regular Season,Generazione Vincente Napoli Basket,Virtus Segafredo Bologna,75,88
2023-12-04,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Germani Brescia,93,83
2023-12-05,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Happy Casa Brindisi,78,86
2023-12-06,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Vanoli Basket Cremona,91,86
2023-12-07,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,EA7 Emporio Armani Milano,65,85
2023-12-09,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Generazione Vincente Napoli Basket,77,97
2023-12-10,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Estra Pistoia,89,82
2023-12-11,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,UNAHOTELS Reggio Emilia,69,87
2023-12-12,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Banco di Sardegna Sassari,69,79
2023-12-14,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Givova Scafati,103,107
2023-12-15,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Bertram Derthona Tortona,96,92
2023-12-16,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Dolomiti Energia Trento,74,87
2023-12-17,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,NutriBullet Treviso,95,76
2023-12-19,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Openjobmetis Varese,81,88
2023-12-20,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Umana Reyer Venezia,64,76
2023-12-21,2023-24,Italy LBA,Regular Season,Carpegna Prosciutto Pesaro,Virtus Segafredo Bologna,87,86
2023-12-22,2023-24,Italy LBA,Regular Season,Estra Pistoia,Germani Brescia,72,84
2023-12-24,2023-24,Italy LBA,Regular Season,Estra Pistoia,Happy Casa Brindisi,90,96
2023-12-25,2023-24,Italy LBA,Regular Season,Estra Pistoia,Vanoli Basket Cremona,64,60
2023-12-26,2023-24,Italy LBA,Regular Season,Estra Pistoia,EA7 Emporio Armani Milano,72,78
2023-12-27,2023-24,Italy LBA,Regular Season,Estra Pistoia,Generazione Vincente Napoli Basket,81,76
2023-12-29,2023-24,Italy LBA,Regular Season,Estra Pistoia,Carpegna Prosciutto Pesaro,73,74
2023-12-30,2023-24,Italy LBA,Regular Season,Estra Pistoia,UNAHOTELS Reggio Emilia,83,82
2023-12-31,2023-24,Italy LBA,Regular Season,Estra Pistoia,Banco di Sardegna Sassari,68,63
2024-01-01,2023-24,Italy LBA,Regular Season,Estra Pistoia,Givova Scafati,78,71
2024-01-03,2023-24,Italy LBA,Regular Season,Estra Pistoia,Bertram Derthona Tortona,84,71
2024-01-04,2023-24,Italy LBA,Regular Season,Estra Pistoia,Dolomiti Energia Trento,73,78
2024-01-05,2023-24,Italy LBA,Regular Season,Estra Pistoia,NutriBullet Treviso,83,84
2024-01-06,2023-24,Italy LBA,Regular Season,Estra Pistoia,Openjobmetis Varese,78,96
2024-01-08,2023-24,Italy LBA,Regular Season,Estra Pistoia,Umana Reyer Venezia,85,77
2024-01-09,2023-24,Italy LBA,Regular Season,Estra Pistoia,Virtus Segafredo Bologna,70,91
2024-01-10,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Germani Brescia,70,77
2024-01-11,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Happy Casa Brindisi,74,66
2024-01-13,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Vanoli Basket Cremona,78,71
2024-01-14,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,EA7 Emporio Armani Milano,68,72
2024-01-15,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Generazione Vincente Napoli Basket,88,74
2024-01-16,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Carpegna Prosciutto Pesaro,101,68
2024-01-18,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Estra Pistoia,95,82
2024-01-19,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Banco di Sardegna Sassari,77,59
2024-01-20,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Givova Scafati,85,77
2024-01-21,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Bertram Derthona Tortona,77,90
2024-01-23,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Dolomiti Energia Trento,77,75
2024-01-24,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,NutriBullet Treviso,90,83
2024-01-25,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Openjobmetis Varese,113,80
2024-01-26,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Umana Reyer Venezia,77,60
2024-01-28,2023-24,Italy LBA,Regular Season,UNAHOTELS Reggio Emilia,Virtus Segafredo Bologna,72,66
2024-01-29,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Germani Brescia,106,101
2024-01-30,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Happy Casa Brindisi,84,81
2024-02-01,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Vanoli Basket Cremona,86,80
2024-02-02,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,EA7 Emporio Armani Milano,89,83
2024-02-03,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Generazione Vincente Napoli Basket,90,111
2024-02-04,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Carpegna Prosciutto Pesaro,91,96
2024-02-06,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Estra Pistoia,107,69
2024-02-07,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,UNAHOTELS Reggio Emilia,95,73
2024-02-08,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Givova Scafati,79,76
2024-02-09,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Bertram Derthona Tortona,74,94
2024-02-11,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Dolomiti Energia Trento,80,73
2024-02-12,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,NutriBullet Treviso,80,76
2024-02-13,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Openjobmetis Varese,88,112
2024-02-14,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Umana Reyer Venezia,62,73
2024-02-16,2023-24,Italy LBA,Regular Season,Banco di Sardegna Sassari,Virtus Segafredo Bologna,93,88
2024-02-17,2023-24,Italy LBA,Regular Season,Givova Scafati,Germani Brescia,83,89
2024-02-18,2023-24,Italy LBA,Regular Season,Givova Scafati,Happy Casa Brindisi,76,84
2024-02-19,2023-24,Italy LBA,Regular Season,Givova Scafati,Vanoli Basket Cremona,112,122
2024-02-21,2023-24,Italy LBA,Regular Season,Givova Scafati,EA7 Emporio Armani Milano,77,68
2024-02-22,2023-24,Italy LBA,Regular Season,Givova Scafati,Generazione Vincente Napoli Basket,91,85
2024-02-23,2023-24,Italy LBA,Regular Season,Givova Scafati,Carpegna Prosciutto Pesaro,83,82
2024-02-24,2023-24,Italy LBA,Regular Season,Givova Scafati,Estra Pistoia,85,77
2024-02-26,2023-24,Italy LBA,Regular Season,Givova Scafati,UNAHOTELS Reggio Emilia,102,76
2024-02-27,2023-24,Italy LBA,Regular Season,Givova Scafati,Banco di Sardegna Sassari,74,99
2024-02-28,2023-24,Italy LBA,Regular Season,Givova Scafati,Bertram Derthona Tortona,94,91
2024-02-29,2023-24,Italy LBA,Regular Season,Givova Scafati,Dolomiti Energia Trento,75,62
2024-03-02,2023-24,Italy LBA,Regular Season,Givova Scafati,NutriBullet Treviso,95,93
2024-03-03,2023-24,Italy LBA,Regular Season,Givova Scafati,Openjobmetis Varese,102,90
2024-03-04,2023-24,Italy LBA,Regular Season,Givova Scafati,Umana Reyer Venezia,66,95
2024-03-05,2023-24,Italy LBA,Regular Season,Givova Scafati,Virtus Segafredo Bologna,75,81
2024-03-07,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Germani Brescia,59,87
2024-03-08,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Happy Casa Brindisi,69,68
2024-03-09,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Vanoli Basket Cremona,87,76
2024-03-10,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,EA7 Emporio Armani Milano,75,79
2024-03-12,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Generazione Vincente Napoli Basket,97,72
2024-03-13,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Carpegna Prosciutto Pesaro,94,76
2024-03-14,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Estra Pistoia,97,100
2024-03-15,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,UNAHOTELS Reggio Emilia,93,64
2024-03-17,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Banco di Sardegna Sassari,79,62
2024-03-18,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Givova Scafati,89,52
2024-03-19,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Dolomiti Energia Trento,83,80
2024-03-20,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,NutriBullet Treviso,68,82
2024-03-22,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Openjobmetis Varese,90,83
2024-03-23,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Umana Reyer Venezia,75,69
2024-03-24,2023-24,Italy LBA,Regular Season,Bertram Derthona Tortona,Virtus Segafredo Bologna,77,84
2024-03-25,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Germani Brescia,69,93
2024-03-27,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Happy Casa Brindisi,81,71
2024-03-28,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Vanoli Basket Cremona,91,84
2024-03-29,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,EA7 Emporio Armani Milano,74,79
2024-03-30,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Generazione Vincente Napoli Basket,101,94
2024-04-01,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Carpegna Prosciutto Pesaro,109,82
2024-04-02,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Estra Pistoia,80,105
2024-04-03,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,UNAHOTELS Reggio Emilia,98,88
2024-04-04,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Banco di Sardegna Sassari,87,76
2024-04-06,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Givova Scafati,84,79
2024-04-07,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Bertram Derthona Tortona,83,81
2024-04-08,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,NutriBullet Treviso,82,85
2024-04-09,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Openjobmetis Varese,90,84
2024-04-11,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Umana Reyer Venezia,106,79
2024-04-12,2023-24,Italy LBA,Regular Season,Dolomiti Energia Trento,Virtus Segafredo Bologna,75,90
2024-04-13,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Germani Brescia,71,99
2024-04-15,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Happy Casa Brindisi,86,60
2024-04-16,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Vanoli Basket Cremona,78,71
2024-04-17,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,EA7 Emporio Armani Milano,89,91
2024-04-18,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Generazione Vincente Napoli Basket,76,79
2024-04-20,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Carpegna Prosciutto Pesaro,93,89
2024-04-21,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Estra Pistoia,86,89
2024-04-22,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,UNAHOTELS Reggio Emilia,71,63
2024-04-23,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Banco di Sardegna Sassari,77,70
2024-04-25,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Givova Scafati,87,97
2024-04-26,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Bertram Derthona Tortona,87,74
2024-04-27,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Dolomiti Energia Trento,86,78
2024-04-28,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Openjobmetis Varese,96,101
2024-04-30,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Umana Reyer Venezia,77,82
2024-05-01,2023-24,Italy LBA,Regular Season,NutriBullet Treviso,Virtus Segafredo Bologna,61,100
2024-05-02,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Germani Brescia,92,95
2024-05-03,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Happy Casa Brindisi,81,73
2024-05-05,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Vanoli Basket Cremona,68,75
2024-05-06,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,EA7 Emporio Armani Milano,70,74
2024-05-07,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Generazione Vincente Napoli Basket,113,79
2024-05-08,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Carpegna Prosciutto Pesaro,91,80
2024-05-10,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Estra Pistoia,83,82
2024-05-11,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,UNAHOTELS Reggio Emilia,116,93
2024-05-12,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Banco di Sardegna Sassari,90,79
2024-05-13,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Givova Scafati,94,93
2024-05-15,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Bertram Derthona Tortona,78,80
2024-05-16,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Dolomiti Energia Trento,84,85
2024-05-17,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,NutriBullet Treviso,95,100
2024-05-18,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Umana Reyer Venezia,92,103
2024-05-20,2023-24,Italy LBA,Regular Season,Openjobmetis Varese,Virtus Segafredo Bologna,69,81
2024-05-21,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Germani Brescia,86,71
2024-05-22,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Happy Casa Brindisi,79,71
2024-05-23,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Vanoli Basket Cremona,79,76
2024-05-25,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,EA7 Emporio Armani Milano,78,72
2024-05-26,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Generazione Vincente Napoli Basket,81,89
2024-05-27,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Carpegna Prosciutto Pesaro,91,79
2024-05-28,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Estra Pistoia,96,69
2024-05-30,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,UNAHOTELS Reggio Emilia,90,70
2024-05-31,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Banco di Sardegna Sassari,71,78
2024-06-01,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Givova Scafati,83,59
2024-06-02,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Bertram Derthona Tortona,76,60
2024-06-04,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Dolomiti Energia Trento,93,68
2024-06-05,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,NutriBullet Treviso,91,78
2024-06-06,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Openjobmetis Varese,102,88
2024-06-07,2023-24,Italy LBA,Regular Season,Umana Reyer Venezia,Virtus Segafredo Bologna,70,89
2024-06-09,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Germani Brescia,88,76
2024-06-10,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Happy Casa Brindisi,103,76
2024-06-11,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Vanoli Basket Cremona,93,85
2024-06-12,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,EA7 Emporio Armani Milano,84,75
2024-06-14,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Generazione Vincente Napoli Basket,101,89
2024-06-15,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Carpegna Prosciutto Pesaro,83,66
2024-06-16,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Estra Pistoia,93,100
2024-06-17,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,UNAHOTELS Reggio Emilia,83,73
2024-06-19,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Banco di Sardegna Sassari,80,66
2024-06-20,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Givova Scafati,94,67
2024-06-21,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Bertram Derthona Tortona,99,70
2024-06-22,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Dolomiti Energia Trento,108,61
2024-06-24,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,NutriBullet Treviso,91,77
2024-06-25,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Openjobmetis Varese,115,84
2024-06-26,2023-24,Italy LBA,Regular Season,Virtus Segafredo Bologna,Umana Reyer Venezia,84,85
2024-09-01,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Vanoli Basket Cremona,99,87
2024-09-02,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Olimpia Milano,73,79
2024-09-03,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Napoli Basket,97,84
2024-09-04,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Pistoia Basket 2000,90,83
2024-09-06,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Pallacanestro Reggiana,79,66
2024-09-07,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Dinamo Sassari,94,87
2024-09-08,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Scafati Basket,86,72
2024-09-09,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Derthona Tortona,98,106
2024-09-11,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Trapani Shark,74,95
2024-09-12,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Aquila Basket Trento,83,77
2024-09-13,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Pallacanestro Trieste 2004,93,90
2024-09-14,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Universo Treviso Basket,114,91
2024-09-16,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Pallacanestro Varese,118,94
2024-09-17,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Reyer Venezia,97,89
2024-09-18,2024-25,Italy LBA,Regular Season,Pallacanestro Brescia,Virtus Bologna,98,97
2024-09-19,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Pallacanestro Brescia,89,100
2024-09-21,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Olimpia Milano,83,95
2024-09-22,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Napoli Basket,94,85
2024-09-23,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Pistoia Basket 2000,65,66
2024-09-24,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Pallacanestro Reggiana,74,77
2024-09-26,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Dinamo Sassari,65,80
2024-09-27,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Scafati Basket,88,85
2024-09-28,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Derthona Tortona,94,99
2024-09-29,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Trapani Shark,85,80
2024-10-01,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Aquila Basket Trento,86,89
2024-10-02,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Pallacanestro Trieste 2004,81,101
2024-10-03,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Universo Treviso Basket,94,77
2024-10-04,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Pallacanestro Varese,78,60
2024-10-06,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Reyer Venezia,78,86
2024-10-07,2024-25,Italy LBA,Regular Season,Vanoli Basket Cremona,Virtus Bologna,69,74
2024-10-08,2024-25,Italy LBA,Regular Season,Olimpia Milano,Pallacanestro Brescia,88,85
2024-10-09,2024-25,Italy LBA,Regular Season,Olimpia Milano,Vanoli Basket Cremona,118,83
2024-10-11,2024-25,Italy LBA,Regular Season,Olimpia Milano,Napoli Basket,89,82
2024-10-12,2024-25,Italy LBA,Regular Season,Olimpia Milano,Pistoia Basket 2000,95,80
2024-10-13,2024-25,Italy LBA,Regular Season,Olimpia Milano,Pallacanestro Reggiana,108,106
2024-10-14,2024-25,Italy LBA,Regular Season,Olimpia Milano,Dinamo Sassari,100,75
2024-10-16,2024-25,Italy LBA,Regular Season,Olimpia Milano,Scafati Basket,100,72
2024-10-17,2024-25,Italy LBA,Regular Season,Olimpia Milano,Derthona Tortona,94,98
2024-10-18,2024-25,Italy LBA,Regular Season,Olimpia Milano,Trapani Shark,105,90
2024-10-19,2024-25,Italy LBA,Regular Season,Olimpia Milano,Aquila Basket Trento,89,87
2024-10-21,2024-25,Italy LBA,Regular Season,Olimpia Milano,Pallacanestro Trieste 2004,87,74
2024-10-22,2024-25,Italy LBA,Regular Season,Olimpia Milano,Universo Treviso Basket,90,80
2024-10-23,2024-25,Italy LBA,Regular Season,Olimpia Milano,Pallacanestro Varese,119,92
2024-10-24,2024-25,Italy LBA,Regular Season,Olimpia Milano,Reyer Venezia,79,78
