date,season,league,gameType,home_team,away_team,home_score,away_score
2024-02-08,2023-24,Spain ACB,Regular Season,Monbus Obra,Real Madrid,74,85
2024-02-09,2023-24,Spain ACB,Regular Season,Monbus Obra,Río Breogán,83,72
2024-02-10,2023-24,Spain ACB,Regular Season,Monbus Obra,Surne Bilbao,77,78
2024-02-11,2023-24,Spain ACB,Regular Season,Monbus Obra,UCAM Murcia,79,87
2024-02-12,2023-24,Spain ACB,Regular Season,Monbus Obra,Unicaja,78,90
2024-02-13,2023-24,Spain ACB,Regular Season,Monbus Obra,Valencia Basket,75,97
2024-02-14,2023-24,Spain ACB,Regular Season,Monbus Obra,Zunder Palencia,84,64
2024-02-15,2023-24,Spain ACB,Regular Season,MoraBanc And,Barça,108,92
2024-02-16,2023-24,Spain ACB,Regular Season,MoraBanc And,Baskonia,85,68
2024-02-17,2023-24,Spain ACB,Regular Season,MoraBanc And,Bàsquet Girona,93,66
2024-02-18,2023-24,Spain ACB,Regular Season,MoraBanc And,Baxi Manresa,86,90
2024-02-19,2023-24,Spain ACB,Regular Season,MoraBanc And,Casademont Zgz,85,80
2024-02-20,2023-24,Spain ACB,Regular Season,MoraBanc And,Coviran Granada,88,62
2024-02-21,2023-24,Spain ACB,Regular Season,MoraBanc And,Dreamland GC,77,98
2024-02-22,2023-24,Spain ACB,Regular Season,MoraBanc And,Joventut,79,86
2024-02-23,2023-24,Spain ACB,Regular Season,MoraBanc And,Lenovo Tenerife,66,79
2024-02-24,2023-24,Spain ACB,Regular Season,MoraBanc And,Monbus Obra,92,89
2024-02-25,2023-24,Spain ACB,Regular Season,MoraBanc And,Real Madrid,70,89
2024-02-26,2023-24,Spain ACB,Regular Season,MoraBanc And,Río Breogán,63,69
2024-02-27,2023-24,Spain ACB,Regular Season,MoraBanc And,Surne Bilbao,87,78
2024-02-28,2023-24,Spain ACB,Regular Season,MoraBanc And,UCAM Murcia,98,73
2024-02-28,2023-24,Spain ACB,Regular Season,MoraBanc And,Unicaja,81,87
2024-02-29,2023-24,Spain ACB,Regular Season,MoraBanc And,Valencia Basket,99,71
2024-03-01,2023-24,Spain ACB,Regular Season,MoraBanc And,Zunder Palencia,87,74
2024-03-02,2023-24,Spain ACB,Regular Season,Real Madrid,Barça,86,79
2024-03-03,2023-24,Spain ACB,Regular Season,Real Madrid,Baskonia,106,100
2024-03-04,2023-24,Spain ACB,Regular Season,Real Madrid,Bàsquet Girona,92,79
2024-03-05,2023-24,Spain ACB,Regular Season,Real Madrid,Baxi Manresa,72,83
2024-03-06,2023-24,Spain ACB,Regular Season,Real Madrid,Casademont Zgz,101,70
2024-03-07,2023-24,Spain ACB,Regular Season,Real Madrid,Coviran Granada,94,80
2024-03-08,2023-24,Spain ACB,Regular Season,Real Madrid,Dreamland GC,97,71
2024-03-09,2023-24,Spain ACB,Regular Season,Real Madrid,Joventut,95,92
2024-03-10,2023-24,Spain ACB,Regular Season,Real Madrid,Lenovo Tenerife,80,78
2024-03-11,2023-24,Spain ACB,Regular Season,Real Madrid,Monbus Obra,79,69
2024-03-12,2023-24,Spain ACB,Regular Season,Real Madrid,MoraBanc And,85,76
2024-03-13,2023-24,Spain ACB,Regular Season,Real Madrid,Río Breogán,91,58
2024-03-14,2023-24,Spain ACB,Regular Season,Real Madrid,Surne Bilbao,95,80
2024-03-15,2023-24,Spain ACB,Regular Season,Real Madrid,UCAM Murcia,106,92
2024-03-16,2023-24,Spain ACB,Regular Season,Real Madrid,Unicaja,93,99
2024-03-17,2023-24,Spain ACB,Regular Season,Real Madrid,Valencia Basket,83,74
2024-03-18,2023-24,Spain ACB,Regular Season,Real Madrid,Zunder Palencia,91,68
2024-03-19,2023-24,Spain ACB,Regular Season,Río Breogán,Barça,63,79
2024-03-20,2023-24,Spain ACB,Regular Season,Río Breogán,Baskonia,79,88
2024-03-21,2023-24,Spain ACB,Regular Season,Río Breogán,Bàsquet Girona,93,75
2024-03-22,2023-24,Spain ACB,Regular Season,Río Breogán,Baxi Manresa,85,89
2024-03-23,2023-24,Spain ACB,Regular Season,Río Breogán,Casademont Zgz,82,77
2024-03-24,2023-24,Spain ACB,Regular Season,Río Breogán,Coviran Granada,85,79
2024-03-25,2023-24,Spain ACB,Regular Season,Río Breogán,Dreamland GC,70,77
2024-03-26,2023-24,Spain ACB,Regular Season,Río Breogán,Joventut,85,77
2024-03-27,2023-24,Spain ACB,Regular Season,Río Breogán,Lenovo Tenerife,76,54
2024-03-28,2023-24,Spain ACB,Regular Season,Río Breogán,Monbus Obra,88,90
2024-03-29,2023-24,Spain ACB,Regular Season,Río Breogán,MoraBanc And,97,92
2024-03-30,2023-24,Spain ACB,Regular Season,Río Breogán,Real Madrid,73,80
2024-03-31,2023-24,Spain ACB,Regular Season,Río Breogán,Surne Bilbao,68,80
2024-04-01,2023-24,Spain ACB,Regular Season,Río Breogán,UCAM Murcia,74,83
2024-04-02,2023-24,Spain ACB,Regular Season,Río Breogán,Unicaja,65,76
2024-04-03,2023-24,Spain ACB,Regular Season,Río Breogán,Valencia Basket,59,61
2024-04-04,2023-24,Spain ACB,Regular Season,Río Breogán,Zunder Palencia,73,65
2024-04-05,2023-24,Spain ACB,Regular Season,Surne Bilbao,Barça,68,72
2024-04-06,2023-24,Spain ACB,Regular Season,Surne Bilbao,Baskonia,82,80
2024-04-07,2023-24,Spain ACB,Regular Season,Surne Bilbao,Bàsquet Girona,80,74
2024-04-08,2023-24,Spain ACB,Regular Season,Surne Bilbao,Baxi Manresa,74,54
2024-04-09,2023-24,Spain ACB,Regular Season,Surne Bilbao,Casademont Zgz,86,83
2024-04-10,2023-24,Spain ACB,Regular Season,Surne Bilbao,Coviran Granada,94,93
2024-04-11,2023-24,Spain ACB,Regular Season,Surne Bilbao,Dreamland GC,81,71
2024-04-12,2023-24,Spain ACB,Regular Season,Surne Bilbao,Joventut,92,71
2024-04-13,2023-24,Spain ACB,Regular Season,Surne Bilbao,Lenovo Tenerife,93,94
2024-04-14,2023-24,Spain ACB,Regular Season,Surne Bilbao,Monbus Obra,72,75
2024-04-15,2023-24,Spain ACB,Regular Season,Surne Bilbao,MoraBanc And,95,73
2024-04-16,2023-24,Spain ACB,Regular Season,Surne Bilbao,Real Madrid,84,87
2024-04-17,2023-24,Spain ACB,Regular Season,Surne Bilbao,Río Breogán,68,76
2024-04-18,2023-24,Spain ACB,Regular Season,Surne Bilbao,UCAM Murcia,77,68
2024-04-19,2023-24,Spain ACB,Regular Season,Surne Bilbao,Unicaja,43,67
2024-04-20,2023-24,Spain ACB,Regular Season,Surne Bilbao,Valencia Basket,93,78
2024-04-21,2023-24,Spain ACB,Regular Season,Surne Bilbao,Zunder Palencia,80,97
2024-04-22,2023-24,Spain ACB,Regular Season,UCAM Murcia,Barça,82,73
2024-04-23,2023-24,Spain ACB,Regular Season,UCAM Murcia,Baskonia,88,76
2024-04-24,2023-24,Spain ACB,Regular Season,UCAM Murcia,Bàsquet Girona,81,73
2024-04-25,2023-24,Spain ACB,Regular Season,UCAM Murcia,Baxi Manresa,87,74
2024-04-26,2023-24,Spain ACB,Regular Season,UCAM Murcia,Casademont Zgz,82,77
2024-04-27,2023-24,Spain ACB,Regular Season,UCAM Murcia,Coviran Granada,91,78
2024-04-28,2023-24,Spain ACB,Regular Season,UCAM Murcia,Dreamland GC,95,69
2024-04-28,2023-24,Spain ACB,Regular Season,UCAM Murcia,Joventut,105,73
2024-04-29,2023-24,Spain ACB,Regular Season,UCAM Murcia,Lenovo Tenerife,80,68
2024-04-30,2023-24,Spain ACB,Regular Season,UCAM Murcia,Monbus Obra,94,81
2024-05-01,2023-24,Spain ACB,Regular Season,UCAM Murcia,MoraBanc And,99,86
2024-05-02,2023-24,Spain ACB,Regular Season,UCAM Murcia,Real Madrid,73,61
2024-05-03,2023-24,Spain ACB,Regular Season,UCAM Murcia,Río Breogán,68,61
2024-05-04,2023-24,Spain ACB,Regular Season,UCAM Murcia,Surne Bilbao,96,76
2024-05-05,2023-24,Spain ACB,Regular Season,UCAM Murcia,Unicaja,65,88
2024-05-06,2023-24,Spain ACB,Regular Season,UCAM Murcia,Valencia Basket,77,85
2024-05-07,2023-24,Spain ACB,Regular Season,UCAM Murcia,Zunder Palencia,90,77
2024-05-08,2023-24,Spain ACB,Regular Season,Unicaja,Barça,91,71
2024-05-09,2023-24,Spain ACB,Regular Season,Unicaja,Baskonia,95,91
2024-05-10,2023-24,Spain ACB,Regular Season,Unicaja,Bàsquet Girona,111,80
2024-05-11,2023-24,Spain ACB,Regular Season,Unicaja,Baxi Manresa,91,77
2024-05-12,2023-24,Spain ACB,Regular Season,Unicaja,Casademont Zgz,83,72
2024-05-13,2023-24,Spain ACB,Regular Season,Unicaja,Coviran Granada,92,70
2024-05-14,2023-24,Spain ACB,Regular Season,Unicaja,Dreamland GC,80,77
2024-05-15,2023-24,Spain ACB,Regular Season,Unicaja,Joventut,113,91
2024-05-16,2023-24,Spain ACB,Regular Season,Unicaja,Lenovo Tenerife,98,75
2024-05-17,2023-24,Spain ACB,Regular Season,Unicaja,Monbus Obra,87,74
2024-05-18,2023-24,Spain ACB,Regular Season,Unicaja,MoraBanc And,92,86
2024-05-19,2023-24,Spain ACB,Regular Season,Unicaja,Real Madrid,81,87
2024-05-20,2023-24,Spain ACB,Regular Season,Unicaja,Río Breogán,87,70
2024-05-21,2023-24,Spain ACB,Regular Season,Unicaja,Surne Bilbao,101,84
2024-05-22,2023-24,Spain ACB,Regular Season,Unicaja,UCAM Murcia,96,71
2024-05-23,2023-24,Spain ACB,Regular Season,Unicaja,Valencia Basket,76,82
2024-05-24,2023-24,Spain ACB,Regular Season,Unicaja,Zunder Palencia,93,69
2024-05-25,2023-24,Spain ACB,Regular Season,Valencia Basket,Barça,71,68
2024-05-26,2023-24,Spain ACB,Regular Season,Valencia Basket,Baskonia,111,101
2024-05-27,2023-24,Spain ACB,Regular Season,Valencia Basket,Bàsquet Girona,85,89
2024-05-28,2023-24,Spain ACB,Regular Season,Valencia Basket,Baxi Manresa,84,79
2024-05-29,2023-24,Spain ACB,Regular Season,Valencia Basket,Casademont Zgz,76,69
2024-05-30,2023-24,Spain ACB,Regular Season,Valencia Basket,Coviran Granada,75,81
2024-05-31,2023-24,Spain ACB,Regular Season,Valencia Basket,Dreamland GC,79,86
2024-06-01,2023-24,Spain ACB,Regular Season,Valencia Basket,Joventut,83,76
2024-06-02,2023-24,Spain ACB,Regular Season,Valencia Basket,Lenovo Tenerife,98,73
2024-06-03,2023-24,Spain ACB,Regular Season,Valencia Basket,Monbus Obra,85,79
2024-06-04,2023-24,Spain ACB,Regular Season,Valencia Basket,MoraBanc And,86,82
2024-06-05,2023-24,Spain ACB,Regular Season,Valencia Basket,Real Madrid,99,93
2024-06-06,2023-24,Spain ACB,Regular Season,Valencia Basket,Río Breogán,88,80
2024-06-07,2023-24,Spain ACB,Regular Season,Valencia Basket,Surne Bilbao,79,85
2024-06-08,2023-24,Spain ACB,Regular Season,Valencia Basket,UCAM Murcia,83,82
2024-06-09,2023-24,Spain ACB,Regular Season,Valencia Basket,Unicaja,63,83
2024-06-10,2023-24,Spain ACB,Regular Season,Valencia Basket,Zunder Palencia,111,93
2024-06-11,2023-24,Spain ACB,Regular Season,Zunder Palencia,Barça,83,84
2024-06-12,2023-24,Spain ACB,Regular Season,Zunder Palencia,Baskonia,94,101
2024-06-13,2023-24,Spain ACB,Regular Season,Zunder Palencia,Bàsquet Girona,76,80
2024-06-14,2023-24,Spain ACB,Regular Season,Zunder Palencia,Baxi Manresa,88,95
2024-06-15,2023-24,Spain ACB,Regular Season,Zunder Palencia,Casademont Zgz,80,88
2024-06-16,2023-24,Spain ACB,Regular Season,Zunder Palencia,Coviran Granada,83,91
2024-06-17,2023-24,Spain ACB,Regular Season,Zunder Palencia,Dreamland GC,82,58
2024-06-18,2023-24,Spain ACB,Regular Season,Zunder Palencia,Joventut,69,75
2024-06-19,2023-24,Spain ACB,Regular Season,Zunder Palencia,Lenovo Tenerife,68,89
2024-06-20,2023-24,Spain ACB,Regular Season,Zunder Palencia,Monbus Obra,75,81
2024-06-21,2023-24,Spain ACB,Regular Season,Zunder Palencia,MoraBanc And,77,70
2024-06-22,2023-24,Spain ACB,Regular Season,Zunder Palencia,Real Madrid,78,86
2024-06-23,2023-24,Spain ACB,Regular Season,Zunder Palencia,Río Breogán,74,59
2024-06-24,2023-24,Spain ACB,Regular Season,Zunder Palencia,Surne Bilbao,78,72
2024-06-25,2023-24,Spain ACB,Regular Season,Zunder Palencia,UCAM Murcia,66,76
2024-06-26,2023-24,Spain ACB,Regular Season,Zunder Palencia,Unicaja,72,86
2024-06-27,2023-24,Spain ACB,Regular Season,Zunder Palencia,Valencia Basket,77,101
2024-09-01,2024-25,Spain ACB,Regular Season,Barça,Baskonia,89,93
2024-09-01,2024-25,Spain ACB,Regular Season,Barça,Bàsquet Girona,97,74
2024-09-02,2024-25,Spain ACB,Regular Season,Barça,Baxi Manresa,92,103
2024-09-03,2024-25,Spain ACB,Regular Season,Barça,Casademont Zgz,97,95
2024-09-04,2024-25,Spain ACB,Regular Season,Barça,Coviran Granada,91,65
2024-09-05,2024-25,Spain ACB,Regular Season,Barça,Dreamland GC,104,90
2024-09-06,2024-25,Spain ACB,Regular Season,Barça,Hiopos Lleida,98,72
2024-09-07,2024-25,Spain ACB,Regular Season,Barça,Joventut,90,91
2024-09-08,2024-25,Spain ACB,Regular Season,Barça,La Laguna TFE,92,95
2024-09-09,2024-25,Spain ACB,Regular Season,Barça,Leyma Coruña,106,80
2024-09-10,2024-25,Spain ACB,Regular Season,Barça,MoraBanc And,105,79
2024-09-11,2024-25,Spain ACB,Regular Season,Barça,Real Madrid,89,91
2024-09-12,2024-25,Spain ACB,Regular Season,Barça,Río Breogán,102,79
2024-09-13,2024-25,Spain ACB,Regular Season,Barça,Surne Bilbao,97,84
2024-09-14,2024-25,Spain ACB,Regular Season,Barça,UCAM Murcia,86,79
2024-09-15,2024-25,Spain ACB,Regular Season,Barça,Unicaja,83,81
2024-09-16,2024-25,Spain ACB,Regular Season,Barça,Valencia Basket,102,99
2024-09-17,2024-25,Spain ACB,Regular Season,Baskonia,Barça,110,98
2024-09-18,2024-25,Spain ACB,Regular Season,Baskonia,Bàsquet Girona,92,76
2024-09-19,2024-25,Spain ACB,Regular Season,Baskonia,Baxi Manresa,90,84
2024-09-20,2024-25,Spain ACB,Regular Season,Baskonia,Casademont Zgz,90,84
2024-09-21,2024-25,Spain ACB,Regular Season,Baskonia,Coviran Granada,103,82
2024-09-22,2024-25,Spain ACB,Regular Season,Baskonia,Dreamland GC,84,80
2024-09-23,2024-25,Spain ACB,Regular Season,Baskonia,Hiopos Lleida,100,99
2024-09-24,2024-25,Spain ACB,Regular Season,Baskonia,Joventut,79,82
2024-09-25,2024-25,Spain ACB,Regular Season,Baskonia,La Laguna TFE,89,93
2024-09-26,2024-25,Spain ACB,Regular Season,Baskonia,Leyma Coruña,114,66
2024-09-27,2024-25,Spain ACB,Regular Season,Baskonia,MoraBanc And,91,95
2024-09-28,2024-25,Spain ACB,Regular Season,Baskonia,Real Madrid,82,89
2024-09-29,2024-25,Spain ACB,Regular Season,Baskonia,Río Breogán,97,91
2024-09-30,2024-25,Spain ACB,Regular Season,Baskonia,Surne Bilbao,100,97
2024-10-01,2024-25,Spain ACB,Regular Season,Baskonia,UCAM Murcia,95,92
2024-10-02,2024-25,Spain ACB,Regular Season,Baskonia,Unicaja,88,90
2024-10-03,2024-25,Spain ACB,Regular Season,Baskonia,Valencia Basket,91,116
2024-10-04,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Barça,91,90
2024-10-05,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Baskonia,96,67
2024-10-06,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Baxi Manresa,84,80
2024-10-07,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Casademont Zgz,89,101
2024-10-08,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Coviran Granada,52,82
2024-10-09,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Dreamland GC,86,95
2024-10-10,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Hiopos Lleida,95,83
2024-10-11,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Joventut,83,76
2024-10-12,2024-25,Spain ACB,Regular Season,Bàsquet Girona,La Laguna TFE,84,93
2024-10-13,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Leyma Coruña,81,98
2024-10-14,2024-25,Spain ACB,Regular Season,Bàsquet Girona,MoraBanc And,85,98
2024-10-15,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Real Madrid,71,79
2024-10-16,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Río Breogán,91,85
2024-10-17,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Surne Bilbao,100,94
2024-10-18,2024-25,Spain ACB,Regular Season,Bàsquet Girona,UCAM Murcia,75,82
2024-10-19,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Unicaja,91,85
2024-10-20,2024-25,Spain ACB,Regular Season,Bàsquet Girona,Valencia Basket,85,91
2024-10-21,2024-25,Spain ACB,Regular Season,Baxi Manresa,Barça,85,72
2024-10-21,2024-25,Spain ACB,Regular Season,Baxi Manresa,Baskonia,80,82
2024-10-22,2024-25,Spain ACB,Regular Season,Baxi Manresa,Bàsquet Girona,95,84
2024-10-23,2024-25,Spain ACB,Regular Season,Baxi Manresa,Casademont Zgz,95,83
2024-10-24,2024-25,Spain ACB,Regular Season,Baxi Manresa,Coviran Granada,93,86
2024-10-25,2024-25,Spain ACB,Regular Season,Baxi Manresa,Dreamland GC,79,58
2024-10-26,2024-25,Spain ACB,Regular Season,Baxi Manresa,Hiopos Lleida,89,95
2024-10-27,2024-25,Spain ACB,Regular Season,Baxi Manresa,Joventut,87,72
2024-10-28,2024-25,Spain ACB,Regular Season,Baxi Manresa,La Laguna TFE,86,83
2024-10-29,2024-25,Spain ACB,Regular Season,Baxi Manresa,Leyma Coruña,104,89
2024-10-30,2024-25,Spain ACB,Regular Season,Baxi Manresa,MoraBanc And,107,111
2024-10-31,2024-25,Spain ACB,Regular Season,Baxi Manresa,Real Madrid,65,67
2024-11-01,2024-25,Spain ACB,Regular Season,Baxi Manresa,Río Breogán,93,104
2024-11-02,2024-25,Spain ACB,Regular Season,Baxi Manresa,Surne Bilbao,89,74
2024-11-03,2024-25,Spain ACB,Regular Season,Baxi Manresa,UCAM Murcia,80,74
2024-11-04,2024-25,Spain ACB,Regular Season,Baxi Manresa,Unicaja,109,69
2024-11-05,2024-25,Spain ACB,Regular Season,Baxi Manresa,Valencia Basket,77,73
2024-11-06,2024-25,Spain ACB,Regular Season,Casademont Zgz,Barça,108,95
2024-11-07,2024-25,Spain ACB,Regular Season,Casademont Zgz,Baskonia,86,85
2024-11-08,2024-25,Spain ACB,Regular Season,Casademont Zgz,Bàsquet Girona,96,68
2024-11-09,2024-25,Spain ACB,Regular Season,Casademont Zgz,Baxi Manresa,92,93
2024-11-10,2024-25,Spain ACB,Regular Season,Casademont Zgz,Coviran Granada,88,95
2024-11-11,2024-25,Spain ACB,Regular Season,Casademont Zgz,Dreamland GC,87,97
2024-11-12,2024-25,Spain ACB,Regular Season,Casademont Zgz,Hiopos Lleida,101,91
2024-11-13,2024-25,Spain ACB,Regular Season,Casademont Zgz,Joventut,96,95
2024-11-14,2024-25,Spain ACB,Regular Season,Casademont Zgz,La Laguna TFE,89,93
2024-11-15,2024-25,Spain ACB,Regular Season,Casademont Zgz,Leyma Coruña,84,76
2024-11-16,2024-25,Spain ACB,Regular Season,Casademont Zgz,MoraBanc And,86,75
2024-11-17,2024-25,Spain ACB,Regular Season,Casademont Zgz,Real Madrid,89,104
2024-11-18,2024-25,Spain ACB,Regular Season,Casademont Zgz,Río Breogán,111,53
2024-11-19,2024-25,Spain ACB,Regular Season,Casademont Zgz,Surne Bilbao,82,71
2024-11-20,2024-25,Spain ACB,Regular Season,Casademont Zgz,UCAM Murcia,79,88
2024-11-21,2024-25,Spain ACB,Regular Season,Casademont Zgz,Unicaja,84,69
2024-11-22,2024-25,Spain ACB,Regular Season,Casademont Zgz,Valencia Basket,71,115
2024-11-23,2024-25,Spain ACB,Regular Season,Coviran Granada,Barça,86,93
2024-11-24,2024-25,Spain ACB,Regular Season,Coviran Granada,Baskonia,73,75
2024-11-25,2024-25,Spain ACB,Regular Season,Coviran Granada,Bàsquet Girona,78,74
2024-11-26,2024-25,Spain ACB,Regular Season,Coviran Granada,Baxi Manresa,86,80
2024-11-27,2024-25,Spain ACB,Regular Season,Coviran Granada,Casademont Zgz,97,91
2024-11-28,2024-25,Spain ACB,Regular Season,Coviran Granada,Dreamland GC,82,97
2024-11-29,2024-25,Spain ACB,Regular Season,Coviran Granada,Hiopos Lleida,82,85
2024-11-30,2024-25,Spain ACB,Regular Season,Coviran Granada,Joventut,87,77
2024-12-01,2024-25,Spain ACB,Regular Season,Coviran Granada,La Laguna TFE,75,86
2024-12-02,2024-25,Spain ACB,Regular Season,Coviran Granada,Leyma Coruña,80,77
2024-12-03,2024-25,Spain ACB,Regular Season,Coviran Granada,MoraBanc And,77,89
2024-12-04,2024-25,Spain ACB,Regular Season,Coviran Granada,Real Madrid,79,84
2024-12-05,2024-25,Spain ACB,Regular Season,Coviran Granada,Río Breogán,91,82
2024-12-06,2024-25,Spain ACB,Regular Season,Coviran Granada,Surne Bilbao,72,84
2024-12-07,2024-25,Spain ACB,Regular Season,Coviran Granada,UCAM Murcia,82,88
2024-12-08,2024-25,Spain ACB,Regular Season,Coviran Granada,Unicaja,68,84
2024-12-09,2024-25,Spain ACB,Regular Season,Coviran Granada,Valencia Basket,69,97
2024-12-10,2024-25,Spain ACB,Regular Season,Dreamland GC,Barça,74,77
2024-12-10,2024-25,Spain ACB,Regular Season,Dreamland GC,Baskonia,92,86
2024-12-11,2024-25,Spain ACB,Regular Season,Dreamland GC,Bàsquet Girona,89,84
2024-12-12,2024-25,Spain ACB,Regular Season,Dreamland GC,Baxi Manresa,94,89
2024-12-13,2024-25,Spain ACB,Regular Season,Dreamland GC,Casademont Zgz,96,94
2024-12-14,2024-25,Spain ACB,Regular Season,Dreamland GC,Coviran Granada,98,83
2024-12-15,2024-25,Spain ACB,Regular Season,Dreamland GC,Hiopos Lleida,94,90
2024-12-16,2024-25,Spain ACB,Regular Season,Dreamland GC,Joventut,79,68
2024-12-17,2024-25,Spain ACB,Regular Season,Dreamland GC,La Laguna TFE,67,70
2024-12-18,2024-25,Spain ACB,Regular Season,Dreamland GC,Leyma Coruña,80,72
2024-12-19,2024-25,Spain ACB,Regular Season,Dreamland GC,MoraBanc And,94,106
2024-12-20,2024-25,Spain ACB,Regular Season,Dreamland GC,Real Madrid,54,69
2024-12-21,2024-25,Spain ACB,Regular Season,Dreamland GC,Río Breogán,73,82
2024-12-22,2024-25,Spain ACB,Regular Season,Dreamland GC,Surne Bilbao,80,67
2024-12-23,2024-25,Spain ACB,Regular Season,Dreamland GC,UCAM Murcia,69,76
2024-12-24,2024-25,Spain ACB,Regular Season,Dreamland GC,Unicaja,91,89
2024-12-25,2024-25,Spain ACB,Regular Season,Dreamland GC,Valencia Basket,97,94
2024-12-26,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Barça,74,78
2024-12-27,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Baskonia,74,78
2024-12-28,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Bàsquet Girona,85,90
2024-12-29,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Baxi Manresa,83,81
2024-12-30,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Casademont Zgz,97,91
2024-12-31,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Coviran Granada,87,74
2025-01-01,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Dreamland GC,88,78
2025-01-02,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Joventut,81,86
2025-01-03,2024-25,Spain ACB,Regular Season,Hiopos Lleida,La Laguna TFE,72,84
2025-01-04,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Leyma Coruña,101,106
2025-01-05,2024-25,Spain ACB,Regular Season,Hiopos Lleida,MoraBanc And,80,70
2025-01-06,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Real Madrid,84,95
2025-01-07,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Río Breogán,94,81
2025-01-08,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Surne Bilbao,84,66
2025-01-09,2024-25,Spain ACB,Regular Season,Hiopos Lleida,UCAM Murcia,79,77
2025-01-10,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Unicaja,69,98
2025-01-11,2024-25,Spain ACB,Regular Season,Hiopos Lleida,Valencia Basket,67,76
2025-01-12,2024-25,Spain ACB,Regular Season,Joventut,Barça,86,93
2025-01-13,2024-25,Spain ACB,Regular Season,Joventut,Baskonia,90,71
2025-01-14,2024-25,Spain ACB,Regular Season,Joventut,Bàsquet Girona,83,68
2025-01-15,2024-25,Spain ACB,Regular Season,Joventut,Baxi Manresa,85,92
2025-01-16,2024-25,Spain ACB,Regular Season,Joventut,Casademont Zgz,89,79
2025-01-17,2024-25,Spain ACB,Regular Season,Joventut,Coviran Granada,96,82
2025-01-18,2024-25,Spain ACB,Regular Season,Joventut,Dreamland GC,89,78
2025-01-19,2024-25,Spain ACB,Regular Season,Joventut,Hiopos Lleida,92,72
2025-01-20,2024-25,Spain ACB,Regular Season,Joventut,La Laguna TFE,93,86
2025-01-21,2024-25,Spain ACB,Regular Season,Joventut,Leyma Coruña,107,104
2025-01-22,2024-25,Spain ACB,Regular Season,Joventut,MoraBanc And,93,86
2025-01-23,2024-25,Spain ACB,Regular Season,Joventut,Real Madrid,80,76
2025-01-24,2024-25,Spain ACB,Regular Season,Joventut,Río Breogán,70,76
2025-01-25,2024-25,Spain ACB,Regular Season,Joventut,Surne Bilbao,87,79
2025-01-26,2024-25,Spain ACB,Regular Season,Joventut,UCAM Murcia,91,76
2025-01-27,2024-25,Spain ACB,Regular Season,Joventut,Unicaja,75,79
2025-01-28,2024-25,Spain ACB,Regular Season,Joventut,Valencia Basket,89,104
2025-01-29,2024-25,Spain ACB,Regular Season,La Laguna TFE,Barça,91,95
2025-01-29,2024-25,Spain ACB,Regular Season,La Laguna TFE,Baskonia,88,80
2025-01-30,2024-25,Spain ACB,Regular Season,La Laguna TFE,Bàsquet Girona,100,80
2025-01-31,2024-25,Spain ACB,Regular Season,La Laguna TFE,Baxi Manresa,94,86
2025-02-01,2024-25,Spain ACB,Regular Season,La Laguna TFE,Casademont Zgz,106,97
2025-02-02,2024-25,Spain ACB,Regular Season,La Laguna TFE,Coviran Granada,95,87
2025-02-03,2024-25,Spain ACB,Regular Season,La Laguna TFE,Dreamland GC,84,74
2025-02-04,2024-25,Spain ACB,Regular Season,La Laguna TFE,Hiopos Lleida,91,88
2025-02-05,2024-25,Spain ACB,Regular Season,La Laguna TFE,Joventut,82,81
2025-02-06,2024-25,Spain ACB,Regular Season,La Laguna TFE,Leyma Coruña,92,83
2025-02-07,2024-25,Spain ACB,Regular Season,La Laguna TFE,MoraBanc And,96,84
2025-02-08,2024-25,Spain ACB,Regular Season,La Laguna TFE,Real Madrid,68,79
2025-02-09,2024-25,Spain ACB,Regular Season,La Laguna TFE,Río Breogán,96,83
2025-02-10,2024-25,Spain ACB,Regular Season,La Laguna TFE,Surne Bilbao,86,75
2025-02-11,2024-25,Spain ACB,Regular Season,La Laguna TFE,UCAM Murcia,82,74
2025-02-12,2024-25,Spain ACB,Regular Season,La Laguna TFE,Unicaja,78,91
