date,season,league,gameType,home_team,away_team,home_score,away_score
2025-02-13,2024-25,Spain ACB,Regular Season,La Laguna TFE,Valencia Basket,99,102
2025-02-14,2024-25,Spain ACB,Regular Season,Leyma Coruña,Barça,93,92
2025-02-15,2024-25,Spain ACB,Regular Season,Leyma Coruña,Baskonia,101,105
2025-02-16,2024-25,Spain ACB,Regular Season,Leyma Coruña,Bàsquet Girona,89,99
2025-02-17,2024-25,Spain ACB,Regular Season,Leyma Coruña,Baxi Manresa,74,89
2025-02-18,2024-25,Spain ACB,Regular Season,Leyma Coruña,Casademont Zgz,110,86
2025-02-19,2024-25,Spain ACB,Regular Season,Leyma Coruña,Coviran Granada,93,89
2025-02-20,2024-25,Spain ACB,Regular Season,Leyma Coruña,Dreamland GC,90,98
2025-02-21,2024-25,Spain ACB,Regular Season,Leyma Coruña,Hiopos Lleida,97,84
2025-02-22,2024-25,Spain ACB,Regular Season,Leyma Coruña,Joventut,85,94
2025-02-23,2024-25,Spain ACB,Regular Season,Leyma Coruña,La Laguna TFE,62,87
2025-02-24,2024-25,Spain ACB,Regular Season,Leyma Coruña,MoraBanc And,91,104
2025-02-25,2024-25,Spain ACB,Regular Season,Leyma Coruña,Real Madrid,86,85
2025-02-26,2024-25,Spain ACB,Regular Season,Leyma Coruña,Río Breogán,98,106
2025-02-27,2024-25,Spain ACB,Regular Season,Leyma Coruña,Surne Bilbao,79,100
2025-02-28,2024-25,Spain ACB,Regular Season,Leyma Coruña,UCAM Murcia,78,86
2025-03-01,2024-25,Spain ACB,Regular Season,Leyma Coruña,Unicaja,83,90
2025-03-02,2024-25,Spain ACB,Regular Season,Leyma Coruña,Valencia Basket,91,99
2025-03-03,2024-25,Spain ACB,Regular Season,MoraBanc And,Barça,91,113
2025-03-04,2024-25,Spain ACB,Regular Season,MoraBanc And,Baskonia,93,88
2025-03-05,2024-25,Spain ACB,Regular Season,MoraBanc And,Bàsquet Girona,97,106
2025-03-06,2024-25,Spain ACB,Regular Season,MoraBanc And,Baxi Manresa,83,81
2025-03-07,2024-25,Spain ACB,Regular Season,MoraBanc And,Casademont Zgz,79,86
2025-03-08,2024-25,Spain ACB,Regular Season,MoraBanc And,Coviran Granada,87,71
2025-03-09,2024-25,Spain ACB,Regular Season,MoraBanc And,Dreamland GC,71,91
2025-03-10,2024-25,Spain ACB,Regular Season,MoraBanc And,Hiopos Lleida,96,79
2025-03-11,2024-25,Spain ACB,Regular Season,MoraBanc And,Joventut,86,99
2025-03-12,2024-25,Spain ACB,Regular Season,MoraBanc And,La Laguna TFE,83,92
2025-03-13,2024-25,Spain ACB,Regular Season,MoraBanc And,Leyma Coruña,112,87
2025-03-14,2024-25,Spain ACB,Regular Season,MoraBanc And,Real Madrid,84,100
2025-03-15,2024-25,Spain ACB,Regular Season,MoraBanc And,Río Breogán,93,101
2025-03-16,2024-25,Spain ACB,Regular Season,MoraBanc And,Surne Bilbao,84,81
2025-03-17,2024-25,Spain ACB,Regular Season,MoraBanc And,UCAM Murcia,71,83
2025-03-18,2024-25,Spain ACB,Regular Season,MoraBanc And,Unicaja,89,106
2025-03-19,2024-25,Spain ACB,Regular Season,MoraBanc And,Valencia Basket,86,84
2025-03-20,2024-25,Spain ACB,Regular Season,Real Madrid,Barça,73,71
2025-03-20,2024-25,Spain ACB,Regular Season,Real Madrid,Baskonia,83,78
2025-03-21,2024-25,Spain ACB,Regular Season,Real Madrid,Bàsquet Girona,95,67
2025-03-22,2024-25,Spain ACB,Regular Season,Real Madrid,Baxi Manresa,86,61
2025-03-23,2024-25,Spain ACB,Regular Season,Real Madrid,Casademont Zgz,101,95
2025-03-24,2024-25,Spain ACB,Regular Season,Real Madrid,Coviran Granada,79,67
2025-03-25,2024-25,Spain ACB,Regular Season,Real Madrid,Dreamland GC,83,77
2025-03-26,2024-25,Spain ACB,Regular Season,Real Madrid,Hiopos Lleida,85,78
2025-03-27,2024-25,Spain ACB,Regular Season,Real Madrid,Joventut,86,73
2025-03-28,2024-25,Spain ACB,Regular Season,Real Madrid,La Laguna TFE,96,86
2025-03-29,2024-25,Spain ACB,Regular Season,Real Madrid,Leyma Coruña,90,74
2025-03-30,2024-25,Spain ACB,Regular Season,Real Madrid,MoraBanc And,98,97
2025-03-31,2024-25,Spain ACB,Regular Season,Real Madrid,Río Breogán,106,69
2025-04-01,2024-25,Spain ACB,Regular Season,Real Madrid,Surne Bilbao,88,70
2025-04-02,2024-25,Spain ACB,Regular Season,Real Madrid,UCAM Murcia,80,75
2025-04-03,2024-25,Spain ACB,Regular Season,Real Madrid,Unicaja,90,77
2025-04-04,2024-25,Spain ACB,Regular Season,Real Madrid,Valencia Basket,96,89
2025-04-05,2024-25,Spain ACB,Regular Season,Río Breogán,Barça,77,70
2025-04-06,2024-25,Spain ACB,Regular Season,Río Breogán,Baskonia,88,82
2025-04-07,2024-25,Spain ACB,Regular Season,Río Breogán,Bàsquet Girona,77,74
2025-04-08,2024-25,Spain ACB,Regular Season,Río Breogán,Baxi Manresa,79,88
2025-04-09,2024-25,Spain ACB,Regular Season,Río Breogán,Casademont Zgz,90,85
2025-04-10,2024-25,Spain ACB,Regular Season,Río Breogán,Coviran Granada,74,92
2025-04-11,2024-25,Spain ACB,Regular Season,Río Breogán,Dreamland GC,74,82
2025-04-12,2024-25,Spain ACB,Regular Season,Río Breogán,Hiopos Lleida,77,81
2025-04-13,2024-25,Spain ACB,Regular Season,Río Breogán,Joventut,65,82
2025-04-14,2024-25,Spain ACB,Regular Season,Río Breogán,La Laguna TFE,78,79
2025-04-15,2024-25,Spain ACB,Regular Season,Río Breogán,Leyma Coruña,83,80
2025-04-16,2024-25,Spain ACB,Regular Season,Río Breogán,MoraBanc And,94,74
2025-04-17,2024-25,Spain ACB,Regular Season,Río Breogán,Real Madrid,69,79
2025-04-18,2024-25,Spain ACB,Regular Season,Río Breogán,Surne Bilbao,76,71
2025-04-19,2024-25,Spain ACB,Regular Season,Río Breogán,UCAM Murcia,70,86
2025-04-20,2024-25,Spain ACB,Regular Season,Río Breogán,Unicaja,81,79
2025-04-21,2024-25,Spain ACB,Regular Season,Río Breogán,Valencia Basket,75,87
2025-04-22,2024-25,Spain ACB,Regular Season,Surne Bilbao,Barça,68,85
2025-04-23,2024-25,Spain ACB,Regular Season,Surne Bilbao,Baskonia,67,69
2025-04-24,2024-25,Spain ACB,Regular Season,Surne Bilbao,Bàsquet Girona,96,83
2025-04-25,2024-25,Spain ACB,Regular Season,Surne Bilbao,Baxi Manresa,88,73
2025-04-26,2024-25,Spain ACB,Regular Season,Surne Bilbao,Casademont Zgz,104,111
2025-04-27,2024-25,Spain ACB,Regular Season,Surne Bilbao,Coviran Granada,91,88
2025-04-28,2024-25,Spain ACB,Regular Season,Surne Bilbao,Dreamland GC,96,78
2025-04-29,2024-25,Spain ACB,Regular Season,Surne Bilbao,Hiopos Lleida,91,75
2025-04-30,2024-25,Spain ACB,Regular Season,Surne Bilbao,Joventut,79,95
2025-05-01,2024-25,Spain ACB,Regular Season,Surne Bilbao,La Laguna TFE,65,75
2025-05-02,2024-25,Spain ACB,Regular Season,Surne Bilbao,Leyma Coruña,79,67
2025-05-03,2024-25,Spain ACB,Regular Season,Surne Bilbao,MoraBanc And,82,74
2025-05-04,2024-25,Spain ACB,Regular Season,Surne Bilbao,Real Madrid,83,79
2025-05-05,2024-25,Spain ACB,Regular Season,Surne Bilbao,Río Breogán,90,72
2025-05-06,2024-25,Spain ACB,Regular Season,Surne Bilbao,UCAM Murcia,80,83
2025-05-07,2024-25,Spain ACB,Regular Season,Surne Bilbao,Unicaja,81,86
2025-05-08,2024-25,Spain ACB,Regular Season,Surne Bilbao,Valencia Basket,98,103
2025-05-09,2024-25,Spain ACB,Regular Season,UCAM Murcia,Baskonia,82,91
2025-05-09,2024-25,Spain ACB,Regular Season,UCAM Murcia,Barça,90,95
2025-05-10,2024-25,Spain ACB,Regular Season,UCAM Murcia,Bàsquet Girona,64,76
2025-05-11,2024-25,Spain ACB,Regular Season,UCAM Murcia,Baxi Manresa,81,71
2025-05-12,2024-25,Spain ACB,Regular Season,UCAM Murcia,Casademont Zgz,88,74
2025-05-13,2024-25,Spain ACB,Regular Season,UCAM Murcia,Coviran Granada,84,81
2025-05-14,2024-25,Spain ACB,Regular Season,UCAM Murcia,Dreamland GC,63,83
2025-05-15,2024-25,Spain ACB,Regular Season,UCAM Murcia,Hiopos Lleida,88,81
2025-05-16,2024-25,Spain ACB,Regular Season,UCAM Murcia,Joventut,100,83
2025-05-17,2024-25,Spain ACB,Regular Season,UCAM Murcia,La Laguna TFE,77,78
2025-05-18,2024-25,Spain ACB,Regular Season,UCAM Murcia,Leyma Coruña,105,93
2025-05-19,2024-25,Spain ACB,Regular Season,UCAM Murcia,MoraBanc And,79,85
2025-05-20,2024-25,Spain ACB,Regular Season,UCAM Murcia,Real Madrid,64,85
2025-05-21,2024-25,Spain ACB,Regular Season,UCAM Murcia,Río Breogán,79,63
2025-05-22,2024-25,Spain ACB,Regular Season,UCAM Murcia,Surne Bilbao,89,83
2025-05-23,2024-25,Spain ACB,Regular Season,UCAM Murcia,Unicaja,77,89
2025-05-24,2024-25,Spain ACB,Regular Season,UCAM Murcia,Valencia Basket,88,96
2025-05-25,2024-25,Spain ACB,Regular Season,Unicaja,Barça,103,96
2025-05-26,2024-25,Spain ACB,Regular Season,Unicaja,Baskonia,94,73
2025-05-27,2024-25,Spain ACB,Regular Season,Unicaja,Bàsquet Girona,90,73
2025-05-28,2024-25,Spain ACB,Regular Season,Unicaja,Baxi Manresa,105,97
2025-05-29,2024-25,Spain ACB,Regular Season,Unicaja,Casademont Zgz,85,71
2025-05-30,2024-25,Spain ACB,Regular Season,Unicaja,Coviran Granada,95,78
2025-05-31,2024-25,Spain ACB,Regular Season,Unicaja,Dreamland GC,88,94
2025-06-01,2024-25,Spain ACB,Regular Season,Unicaja,Hiopos Lleida,101,63
2025-06-02,2024-25,Spain ACB,Regular Season,Unicaja,Joventut,78,83
2025-06-03,2024-25,Spain ACB,Regular Season,Unicaja,La Laguna TFE,84,81
2025-06-04,2024-25,Spain ACB,Regular Season,Unicaja,Leyma Coruña,114,105
2025-06-05,2024-25,Spain ACB,Regular Season,Unicaja,MoraBanc And,98,80
2025-06-06,2024-25,Spain ACB,Regular Season,Unicaja,Real Madrid,105,107
2025-06-07,2024-25,Spain ACB,Regular Season,Unicaja,Río Breogán,86,77
2025-06-08,2024-25,Spain ACB,Regular Season,Unicaja,Surne Bilbao,96,79
2025-06-09,2024-25,Spain ACB,Regular Season,Unicaja,UCAM Murcia,104,93
2025-06-10,2024-25,Spain ACB,Regular Season,Unicaja,Valencia Basket,94,86
2025-06-11,2024-25,Spain ACB,Regular Season,Valencia Basket,Barça,86,100
2025-06-12,2024-25,Spain ACB,Regular Season,Valencia Basket,Baskonia,125,128
2025-06-13,2024-25,Spain ACB,Regular Season,Valencia Basket,Bàsquet Girona,98,78
2025-06-14,2024-25,Spain ACB,Regular Season,Valencia Basket,Baxi Manresa,112,96
2025-06-15,2024-25,Spain ACB,Regular Season,Valencia Basket,Casademont Zgz,111,82
2025-06-16,2024-25,Spain ACB,Regular Season,Valencia Basket,Coviran Granada,120,94
2025-06-17,2024-25,Spain ACB,Regular Season,Valencia Basket,Dreamland GC,86,79
2025-06-18,2024-25,Spain ACB,Regular Season,Valencia Basket,Hiopos Lleida,107,92
2025-06-19,2024-25,Spain ACB,Regular Season,Valencia Basket,Joventut,84,60
2025-06-20,2024-25,Spain ACB,Regular Season,Valencia Basket,La Laguna TFE,96,81
2025-06-21,2024-25,Spain ACB,Regular Season,Valencia Basket,Leyma Coruña,127,81
2025-06-22,2024-25,Spain ACB,Regular Season,Valencia Basket,MoraBanc And,89,88
2025-06-23,2024-25,Spain ACB,Regular Season,Valencia Basket,Real Madrid,85,84
2025-06-24,2024-25,Spain ACB,Regular Season,Valencia Basket,Río Breogán,108,61
2025-06-25,2024-25,Spain ACB,Regular Season,Valencia Basket,Surne Bilbao,89,70
2025-06-26,2024-25,Spain ACB,Regular Season,Valencia Basket,UCAM Murcia,71,86
2025-06-27,2024-25,Spain ACB,Regular Season,Valencia Basket,Unicaja,84,75
2025-09-01,2025-26,Spain ACB,Regular Season,Asisa Joventut,Barça,84,72
2025-09-02,2025-26,Spain ACB,Regular Season,Asisa Joventut,Bàsquet Girona,71,74
2025-09-03,2025-26,Spain ACB,Regular Season,Asisa Joventut,Baxi Manresa,83,79
2025-09-04,2025-26,Spain ACB,Regular Season,Asisa Joventut,Casademont Zgz,89,86
2025-09-05,2025-26,Spain ACB,Regular Season,Asisa Joventut,Coviran Granada,109,73
2025-09-06,2025-26,Spain ACB,Regular Season,Asisa Joventut,Dreamland GC,92,84
2025-09-07,2025-26,Spain ACB,Regular Season,Asisa Joventut,Hiopos Lleida,82,68
2025-09-08,2025-26,Spain ACB,Regular Season,Asisa Joventut,Kosner Baskonia,81,69
2025-09-09,2025-26,Spain ACB,Regular Season,Asisa Joventut,La Laguna TFE,78,67
2025-09-10,2025-26,Spain ACB,Regular Season,Asisa Joventut,MoraBanc And,101,79
2025-09-11,2025-26,Spain ACB,Regular Season,Asisa Joventut,Real Madrid,75,80
2025-09-12,2025-26,Spain ACB,Regular Season,Asisa Joventut,Recoletas Salud,86,79
2025-09-13,2025-26,Spain ACB,Regular Season,Asisa Joventut,Río Breogán,83,75
2025-09-14,2025-26,Spain ACB,Regular Season,Asisa Joventut,Surne Bilbao,101,69
2025-09-15,2025-26,Spain ACB,Regular Season,Asisa Joventut,UCAM Murcia,67,89
2025-09-16,2025-26,Spain ACB,Regular Season,Asisa Joventut,Unicaja,95,74
2025-09-17,2025-26,Spain ACB,Regular Season,Asisa Joventut,Valencia Basket,90,87
2025-09-18,2025-26,Spain ACB,Regular Season,Barça,Asisa Joventut,90,80
2025-09-19,2025-26,Spain ACB,Regular Season,Barça,Bàsquet Girona,97,92
2025-09-20,2025-26,Spain ACB,Regular Season,Barça,Baxi Manresa,97,60
2025-09-21,2025-26,Spain ACB,Regular Season,Barça,Casademont Zgz,100,80
2025-09-22,2025-26,Spain ACB,Regular Season,Barça,Coviran Granada,108,71
2025-09-23,2025-26,Spain ACB,Regular Season,Barça,Dreamland GC,91,69
2025-09-24,2025-26,Spain ACB,Regular Season,Barça,Hiopos Lleida,86,91
2025-09-25,2025-26,Spain ACB,Regular Season,Barça,Kosner Baskonia,91,83
2025-09-26,2025-26,Spain ACB,Regular Season,Barça,La Laguna TFE,82,89
2025-09-27,2025-26,Spain ACB,Regular Season,Barça,MoraBanc And,102,71
2025-09-28,2025-26,Spain ACB,Regular Season,Barça,Real Madrid,76,95
2025-09-29,2025-26,Spain ACB,Regular Season,Barça,Recoletas Salud,91,76
2025-09-30,2025-26,Spain ACB,Regular Season,Barça,Río Breogán,100,85
2025-10-01,2025-26,Spain ACB,Regular Season,Barça,Surne Bilbao,90,61
2025-10-02,2025-26,Spain ACB,Regular Season,Barça,UCAM Murcia,78,81
2025-10-03,2025-26,Spain ACB,Regular Season,Barça,Unicaja,97,91
2025-10-04,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Barça,96,78
2025-10-05,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Baxi Manresa,74,79
2025-10-06,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Casademont Zgz,90,81
2025-10-07,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Coviran Granada,82,76
2025-10-08,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Dreamland GC,85,81
2025-10-09,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Hiopos Lleida,103,86
2025-10-10,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Kosner Baskonia,85,96
2025-10-11,2025-26,Spain ACB,Regular Season,Bàsquet Girona,La Laguna TFE,89,96
2025-10-12,2025-26,Spain ACB,Regular Season,Bàsquet Girona,MoraBanc And,82,75
2025-10-13,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Real Madrid,93,95
2025-10-14,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Recoletas Salud,77,71
2025-10-15,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Río Breogán,103,80
2025-10-16,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Surne Bilbao,89,93
2025-10-17,2025-26,Spain ACB,Regular Season,Bàsquet Girona,UCAM Murcia,71,93
2025-10-18,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Unicaja,83,90
2025-10-19,2025-26,Spain ACB,Regular Season,Bàsquet Girona,Valencia Basket,81,84
2025-10-20,2025-26,Spain ACB,Regular Season,Baxi Manresa,Asisa Joventut,87,77
2025-10-21,2025-26,Spain ACB,Regular Season,Baxi Manresa,Barça,62,89
2025-10-22,2025-26,Spain ACB,Regular Season,Baxi Manresa,Bàsquet Girona,95,97
2025-10-23,2025-26,Spain ACB,Regular Season,Baxi Manresa,Casademont Zgz,101,83
2025-10-24,2025-26,Spain ACB,Regular Season,Baxi Manresa,Coviran Granada,83,68
2025-10-25,2025-26,Spain ACB,Regular Season,Baxi Manresa,Dreamland GC,80,87
2025-10-26,2025-26,Spain ACB,Regular Season,Baxi Manresa,Hiopos Lleida,99,86
2025-10-27,2025-26,Spain ACB,Regular Season,Baxi Manresa,Kosner Baskonia,83,88
2025-10-28,2025-26,Spain ACB,Regular Season,Baxi Manresa,La Laguna TFE,86,80
2025-10-29,2025-26,Spain ACB,Regular Season,Baxi Manresa,MoraBanc And,91,84
2025-10-31,2025-26,Spain ACB,Regular Season,Baxi Manresa,Recoletas Salud,94,101
2025-11-01,2025-26,Spain ACB,Regular Season,Baxi Manresa,Río Breogán,104,99
2025-11-02,2025-26,Spain ACB,Regular Season,Baxi Manresa,Surne Bilbao,79,77
2025-11-03,2025-26,Spain ACB,Regular Season,Baxi Manresa,UCAM Murcia,86,90
2025-11-04,2025-26,Spain ACB,Regular Season,Baxi Manresa,Unicaja,92,98
2025-11-05,2025-26,Spain ACB,Regular Season,Baxi Manresa,Valencia Basket,104,102
2025-11-06,2025-26,Spain ACB,Regular Season,Casademont Zgz,Asisa Joventut,67,79
2025-11-07,2025-26,Spain ACB,Regular Season,Casademont Zgz,Barça,86,92
2025-11-08,2025-26,Spain ACB,Regular Season,Casademont Zgz,Bàsquet Girona,90,94
2025-11-09,2025-26,Spain ACB,Regular Season,Casademont Zgz,Baxi Manresa,83,95
2025-11-10,2025-26,Spain ACB,Regular Season,Casademont Zgz,Coviran Granada,74,85
2025-11-11,2025-26,Spain ACB,Regular Season,Casademont Zgz,Dreamland GC,95,84
2025-11-12,2025-26,Spain ACB,Regular Season,Casademont Zgz,Hiopos Lleida,107,91
2025-11-13,2025-26,Spain ACB,Regular Season,Casademont Zgz,Kosner Baskonia,107,88
2025-11-14,2025-26,Spain ACB,Regular Season,Casademont Zgz,La Laguna TFE,76,84
2025-11-15,2025-26,Spain ACB,Regular Season,Casademont Zgz,MoraBanc And,107,89
2025-11-16,2025-26,Spain ACB,Regular Season,Casademont Zgz,Real Madrid,83,95
2025-11-17,2025-26,Spain ACB,Regular Season,Casademont Zgz,Recoletas Salud,108,98
2025-11-18,2025-26,Spain ACB,Regular Season,Casademont Zgz,Río Breogán,84,88
2025-11-19,2025-26,Spain ACB,Regular Season,Casademont Zgz,Surne Bilbao,82,84
2025-11-20,2025-26,Spain ACB,Regular Season,Casademont Zgz,UCAM Murcia,90,100
2025-11-21,2025-26,Spain ACB,Regular Season,Casademont Zgz,Unicaja,79,86
2025-11-22,2025-26,Spain ACB,Regular Season,Casademont Zgz,Valencia Basket,86,98
2025-11-23,2025-26,Spain ACB,Regular Season,Coviran Granada,Asisa Joventut,75,87
2025-11-24,2025-26,Spain ACB,Regular Season,Coviran Granada,Barça,98,101
2025-11-25,2025-26,Spain ACB,Regular Season,Coviran Granada,Bàsquet Girona,84,91
2025-11-26,2025-26,Spain ACB,Regular Season,Coviran Granada,Baxi Manresa,92,79
2025-11-27,2025-26,Spain ACB,Regular Season,Coviran Granada,Casademont Zgz,83,92
2025-11-28,2025-26,Spain ACB,Regular Season,Coviran Granada,Dreamland GC,83,90
2025-11-29,2025-26,Spain ACB,Regular Season,Coviran Granada,Hiopos Lleida,92,89
2025-11-30,2025-26,Spain ACB,Regular Season,Coviran Granada,Kosner Baskonia,80,83
2025-12-01,2025-26,Spain ACB,Regular Season,Coviran Granada,La Laguna TFE,96,109
2025-12-02,2025-26,Spain ACB,Regular Season,Coviran Granada,MoraBanc And,89,86
2025-12-03,2025-26,Spain ACB,Regular Season,Coviran Granada,Real Madrid,100,111
2025-12-04,2025-26,Spain ACB,Regular Season,Coviran Granada,Recoletas Salud,90,107
2025-12-05,2025-26,Spain ACB,Regular Season,Coviran Granada,Río Breogán,64,83
2025-12-06,2025-26,Spain ACB,Regular Season,Coviran Granada,Surne Bilbao,84,88
2025-12-07,2025-26,Spain ACB,Regular Season,Coviran Granada,UCAM Murcia,79,86
2025-12-08,2025-26,Spain ACB,Regular Season,Coviran Granada,Unicaja,83,71
2025-12-09,2025-26,Spain ACB,Regular Season,Coviran Granada,Valencia Basket,85,79
2025-12-10,2025-26,Spain ACB,Regular Season,Dreamland GC,Asisa Joventut,78,92
2025-12-11,2025-26,Spain ACB,Regular Season,Dreamland GC,Barça,61,72
2025-12-12,2025-26,Spain ACB,Regular Season,Dreamland GC,Bàsquet Girona,100,90
2025-12-13,2025-26,Spain ACB,Regular Season,Dreamland GC,Baxi Manresa,80,87
2025-12-14,2025-26,Spain ACB,Regular Season,Dreamland GC,Casademont Zgz,74,78
2025-12-15,2025-26,Spain ACB,Regular Season,Dreamland GC,Coviran Granada,90,85
2025-12-16,2025-26,Spain ACB,Regular Season,Dreamland GC,Hiopos Lleida,50,68
2025-12-17,2025-26,Spain ACB,Regular Season,Dreamland GC,Kosner Baskonia,75,97
2025-12-18,2025-26,Spain ACB,Regular Season,Dreamland GC,La Laguna TFE,102,83
2025-12-19,2025-26,Spain ACB,Regular Season,Dreamland GC,MoraBanc And,102,85
2025-12-20,2025-26,Spain ACB,Regular Season,Dreamland GC,Real Madrid,80,82
2025-12-21,2025-26,Spain ACB,Regular Season,Dreamland GC,Recoletas Salud,95,109
2025-12-22,2025-26,Spain ACB,Regular Season,Dreamland GC,Río Breogán,75,83
2025-12-23,2025-26,Spain ACB,Regular Season,Dreamland GC,Surne Bilbao,97,98
2025-12-24,2025-26,Spain ACB,Regular Season,Dreamland GC,UCAM Murcia,77,72
2025-12-25,2025-26,Spain ACB,Regular Season,Dreamland GC,Unicaja,72,81
2025-12-26,2025-26,Spain ACB,Regular Season,Dreamland GC,Valencia Basket,80,90
2025-12-27,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Asisa Joventut,86,88
2025-12-28,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Barça,90,80
2025-12-30,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Bàsquet Girona,81,93
2025-12-31,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Baxi Manresa,90,99
2026-01-01,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Casademont Zgz,77,87
2026-01-02,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Coviran Granada,99,90
2026-01-03,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Dreamland GC,75,72
2026-01-04,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Kosner Baskonia,86,80
2026-01-05,2025-26,Spain ACB,Regular Season,Hiopos Lleida,La Laguna TFE,103,101
2026-01-06,2025-26,Spain ACB,Regular Season,Hiopos Lleida,MoraBanc And,88,116
2026-01-07,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Real Madrid,81,88
2026-01-08,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Recoletas Salud,73,72
2026-01-09,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Río Breogán,87,68
2026-01-10,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Surne Bilbao,90,81
2026-01-11,2025-26,Spain ACB,Regular Season,Hiopos Lleida,UCAM Murcia,71,107
2026-01-12,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Unicaja,88,89
2026-01-13,2025-26,Spain ACB,Regular Season,Hiopos Lleida,Valencia Basket,78,99
2026-01-14,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Asisa Joventut,87,77
2026-01-15,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Barça,92,95
2026-01-16,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Bàsquet Girona,94,81
2026-01-17,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Baxi Manresa,130,85
2026-01-18,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Casademont Zgz,115,88
2026-01-19,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Coviran Granada,121,85
2026-01-20,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Dreamland GC,88,86
2026-01-21,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Hiopos Lleida,93,90
2026-01-22,2025-26,Spain ACB,Regular Season,Kosner Baskonia,La Laguna TFE,89,79
2026-01-23,2025-26,Spain ACB,Regular Season,Kosner Baskonia,MoraBanc And,99,92
2026-01-24,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Real Madrid,105,100
2026-01-25,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Recoletas Salud,89,77
2026-01-26,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Río Breogán,112,84
2026-01-27,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Surne Bilbao,110,91
2026-01-28,2025-26,Spain ACB,Regular Season,Kosner Baskonia,UCAM Murcia,87,80
2026-01-29,2025-26,Spain ACB,Regular Season,Kosner Baskonia,Valencia Basket,89,91
2026-01-30,2025-26,Spain ACB,Regular Season,La Laguna TFE,Asisa Joventut,98,100
2026-01-31,2025-26,Spain ACB,Regular Season,La Laguna TFE,Barça,97,102
2026-02-01,2025-26,Spain ACB,Regular Season,La Laguna TFE,Bàsquet Girona,97,94
2026-02-02,2025-26,Spain ACB,Regular Season,La Laguna TFE,Baxi Manresa,104,93
2026-02-03,2025-26,Spain ACB,Regular Season,La Laguna TFE,Casademont Zgz,99,76
2026-02-04,2025-26,Spain ACB,Regular Season,La Laguna TFE,Coviran Granada,80,75
2026-02-05,2025-26,Spain ACB,Regular Season,La Laguna TFE,Dreamland GC,70,71
2026-02-06,2025-26,Spain ACB,Regular Season,La Laguna TFE,Hiopos Lleida,87,94
2026-02-07,2025-26,Spain ACB,Regular Season,La Laguna TFE,Kosner Baskonia,89,85
2026-02-08,2025-26,Spain ACB,Regular Season,La Laguna TFE,MoraBanc And,89,90
2026-02-09,2025-26,Spain ACB,Regular Season,La Laguna TFE,Real Madrid,70,71
2026-02-10,2025-26,Spain ACB,Regular Season,La Laguna TFE,Recoletas Salud,101,97
2026-02-11,2025-26,Spain ACB,Regular Season,La Laguna TFE,Río Breogán,90,81
2026-02-12,2025-26,Spain ACB,Regular Season,La Laguna TFE,UCAM Murcia,96,80
2026-02-13,2025-26,Spain ACB,Regular Season,La Laguna TFE,Unicaja,95,79
2026-02-14,2025-26,Spain ACB,Regular Season,La Laguna TFE,Valencia Basket,89,71
2026-02-15,2025-26,Spain ACB,Regular Season,MoraBanc And,Asisa Joventut,76,83
2026-02-16,2025-26,Spain ACB,Regular Season,MoraBanc And,Bàsquet Girona,115,113
2026-02-17,2025-26,Spain ACB,Regular Season,MoraBanc And,Baxi Manresa,104,94
2026-02-18,2025-26,Spain ACB,Regular Season,MoraBanc And,Casademont Zgz,113,111
2026-02-19,2025-26,Spain ACB,Regular Season,MoraBanc And,Coviran Granada,86,81
2026-02-20,2025-26,Spain ACB,Regular Season,MoraBanc And,Dreamland GC,94,78
