date,season,league,gameType,home_team,away_team,home_score,away_score
2025-03-18,2024-25,Turkey BSL,Regular Season,Petkim Spor,Darüşşafaka Lassa,108,85
2025-03-19,2024-25,Turkey BSL,Regular Season,Petkim Spor,Fenerbahçe Beko,75,88
2025-03-20,2024-25,Turkey BSL,Regular Season,Petkim Spor,Galatasaray Basketbol,77,94
2025-03-21,2024-25,Turkey BSL,Regular Season,Petkim Spor,Karşıyaka Basket,83,82
2025-03-22,2024-25,Turkey BSL,Regular Season,Petkim Spor,Manisa Basket Divissa,80,89
2025-03-23,2024-25,Turkey BSL,Regular Season,Petkim Spor,Mersin MSK,77,85
2025-03-24,2024-25,Turkey BSL,Regular Season,Petkim Spor,ONVO Büyükçekmece,83,82
2025-03-25,2024-25,Turkey BSL,Regular Season,Petkim Spor,Tofaş,88,95
2025-03-26,2024-25,Turkey BSL,Regular Season,Petkim Spor,Türk Telekom,68,75
2025-03-27,2024-25,Turkey BSL,Regular Season,Petkim Spor,Yalovaspor Basketbol,93,65
2025-03-28,2024-25,Turkey BSL,Regular Season,Petkim Spor,Yukatel Merkezefendi Basket,82,78
2025-03-29,2024-25,Turkey BSL,Regular Season,Tofaş,Anadolu Efes,77,70
2025-03-30,2024-25,Turkey BSL,Regular Season,Tofaş,Bahçeşehir Koleji,75,86
2025-03-31,2024-25,Turkey BSL,Regular Season,Tofaş,Beşiktaş Fibabanka,99,95
2025-04-01,2024-25,Turkey BSL,Regular Season,Tofaş,Bursaspor Yörsan,94,71
2025-04-02,2024-25,Turkey BSL,Regular Season,Tofaş,Darüşşafaka Lassa,111,93
2025-04-03,2024-25,Turkey BSL,Regular Season,Tofaş,Fenerbahçe Beko,88,89
2025-04-04,2024-25,Turkey BSL,Regular Season,Tofaş,Galatasaray Basketbol,88,83
2025-04-05,2024-25,Turkey BSL,Regular Season,Tofaş,Karşıyaka Basket,90,76
2025-04-06,2024-25,Turkey BSL,Regular Season,Tofaş,Manisa Basket Divissa,98,106
2025-04-07,2024-25,Turkey BSL,Regular Season,Tofaş,Mersin MSK,87,65
2025-04-08,2024-25,Turkey BSL,Regular Season,Tofaş,ONVO Büyükçekmece,93,86
2025-04-09,2024-25,Turkey BSL,Regular Season,Tofaş,Petkim Spor,107,99
2025-04-10,2024-25,Turkey BSL,Regular Season,Tofaş,Türk Telekom,93,82
2025-04-11,2024-25,Turkey BSL,Regular Season,Tofaş,Yalovaspor Basketbol,105,90
2025-04-12,2024-25,Turkey BSL,Regular Season,Tofaş,Yukatel Merkezefendi Basket,91,80
2025-04-13,2024-25,Turkey BSL,Regular Season,Türk Telekom,Anadolu Efes,90,100
2025-04-14,2024-25,Turkey BSL,Regular Season,Türk Telekom,Bahçeşehir Koleji,59,79
2025-04-15,2024-25,Turkey BSL,Regular Season,Türk Telekom,Beşiktaş Fibabanka,93,75
2025-04-16,2024-25,Turkey BSL,Regular Season,Türk Telekom,Bursaspor Yörsan,76,93
2025-04-17,2024-25,Turkey BSL,Regular Season,Türk Telekom,Darüşşafaka Lassa,105,68
2025-04-18,2024-25,Turkey BSL,Regular Season,Türk Telekom,Fenerbahçe Beko,73,85
2025-04-19,2024-25,Turkey BSL,Regular Season,Türk Telekom,Galatasaray Basketbol,72,70
2025-04-20,2024-25,Turkey BSL,Regular Season,Türk Telekom,Karşıyaka Basket,95,73
2025-04-21,2024-25,Turkey BSL,Regular Season,Türk Telekom,Manisa Basket Divissa,80,85
2025-04-22,2024-25,Turkey BSL,Regular Season,Türk Telekom,Mersin MSK,94,80
2025-04-23,2024-25,Turkey BSL,Regular Season,Türk Telekom,ONVO Büyükçekmece,101,105
2025-04-24,2024-25,Turkey BSL,Regular Season,Türk Telekom,Petkim Spor,85,75
2025-04-25,2024-25,Turkey BSL,Regular Season,Türk Telekom,Tofaş,86,72
2025-04-26,2024-25,Turkey BSL,Regular Season,Türk Telekom,Yalovaspor Basketbol,82,64
2025-04-27,2024-25,Turkey BSL,Regular Season,Türk Telekom,Yukatel Merkezefendi Basket,64,78
2025-04-28,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Anadolu Efes,83,110
2025-04-29,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Bahçeşehir Koleji,88,89
2025-04-30,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Beşiktaş Fibabanka,71,91
2025-05-01,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Bursaspor Yörsan,75,95
2025-05-02,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Darüşşafaka Lassa,75,70
2025-05-03,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Fenerbahçe Beko,90,97
2025-05-04,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Galatasaray Basketbol,81,88
2025-05-05,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Karşıyaka Basket,78,75
2025-05-06,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Manisa Basket Divissa,79,74
2025-05-07,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Mersin MSK,93,60
2025-05-08,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,ONVO Büyükçekmece,65,85
2025-05-09,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Petkim Spor,78,87
2025-05-10,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Tofaş,65,77
2025-05-11,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Türk Telekom,93,96
2025-05-12,2024-25,Turkey BSL,Regular Season,Yalovaspor Basketbol,Yukatel Merkezefendi Basket,90,76
2025-05-13,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Anadolu Efes,63,96
2025-05-14,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Bahçeşehir Koleji,72,78
2025-05-15,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Beşiktaş Fibabanka,72,86
2025-05-16,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Bursaspor Yörsan,74,88
2025-05-17,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Darüşşafaka Lassa,85,82
2025-05-18,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Fenerbahçe Beko,79,63
2025-05-19,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Galatasaray Basketbol,98,96
2025-05-20,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Karşıyaka Basket,95,71
2025-05-21,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Manisa Basket Divissa,92,78
2025-05-22,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Mersin MSK,65,75
2025-05-23,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,ONVO Büyükçekmece,80,75
2025-05-24,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Petkim Spor,95,85
2025-05-25,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Tofaş,92,94
2025-05-26,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Türk Telekom,75,86
2025-05-27,2024-25,Turkey BSL,Regular Season,Yukatel Merkezefendi Basket,Yalovaspor Basketbol,99,93
2025-10-01,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Bahçeşehir Koleji,75,78
2025-10-01,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Beşiktaş Gain,89,80
2025-10-02,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Bursaspor Basketbol,95,80
2025-10-03,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Fenerbahçe Beko,73,89
2025-10-04,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Galatasaray MCT Technic,92,84
2025-10-05,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Glint Manisa Basket,104,72
2025-10-06,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Karşıyaka Basket,98,81
2025-10-07,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Mersin MSK,93,80
2025-10-08,2025-26,Turkey BSL,Regular Season,Anadolu Efes,ONVO Büyükçekmece,113,79
2025-10-09,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Petkim Spor,92,96
2025-10-10,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Safiport Erokspor,90,76
2025-10-11,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Tofaş,92,82
2025-10-12,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Trabzonspor,99,87
2025-10-13,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Türk Telekom,101,91
2025-10-14,2025-26,Turkey BSL,Regular Season,Anadolu Efes,Yukatel Merkezefendi Basket,90,72
2025-10-15,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Anadolu Efes,85,76
2025-10-16,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Beşiktaş Gain,88,95
2025-10-17,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Bursaspor Basketbol,100,61
2025-10-18,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Fenerbahçe Beko,86,96
2025-10-19,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Galatasaray MCT Technic,93,86
2025-10-20,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Glint Manisa Basket,112,105
2025-10-21,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Karşıyaka Basket,74,88
2025-10-22,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Mersin MSK,72,69
2025-10-23,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,ONVO Büyükçekmece,81,58
2025-10-24,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Petkim Spor,100,60
2025-10-25,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Safiport Erokspor,65,83
2025-10-26,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Tofaş,78,76
2025-10-27,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Trabzonspor,91,77
2025-10-28,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Türk Telekom,82,73
2025-10-29,2025-26,Turkey BSL,Regular Season,Bahçeşehir Koleji,Yukatel Merkezefendi Basket,85,67
2025-10-30,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Anadolu Efes,78,69
2025-10-31,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Bahçeşehir Koleji,87,80
2025-11-01,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Bursaspor Basketbol,88,70
2025-11-02,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Fenerbahçe Beko,87,101
2025-11-03,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Galatasaray MCT Technic,82,89
2025-11-04,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Glint Manisa Basket,79,65
2025-11-05,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Karşıyaka Basket,92,86
2025-11-06,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Mersin MSK,84,59
2025-11-07,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,ONVO Büyükçekmece,100,76
2025-11-08,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Petkim Spor,81,69
2025-11-09,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Safiport Erokspor,88,68
2025-11-10,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Tofaş,73,72
2025-11-11,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Trabzonspor,86,80
2025-11-12,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Türk Telekom,77,72
2025-11-13,2025-26,Turkey BSL,Regular Season,Beşiktaş Gain,Yukatel Merkezefendi Basket,99,74
2025-11-14,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Anadolu Efes,73,93
2025-11-15,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Bahçeşehir Koleji,75,77
2025-11-16,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Beşiktaş Gain,61,88
2025-11-17,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Fenerbahçe Beko,89,83
2025-11-18,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Galatasaray MCT Technic,91,87
2025-11-19,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Glint Manisa Basket,84,69
2025-11-20,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Karşıyaka Basket,86,84
2025-11-21,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Mersin MSK,99,88
2025-11-22,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,ONVO Büyükçekmece,91,72
2025-11-23,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Petkim Spor,76,74
2025-11-24,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Safiport Erokspor,77,105
2025-11-25,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Tofaş,113,115
2025-11-26,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Trabzonspor,75,83
2025-11-27,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Türk Telekom,92,94
2025-11-28,2025-26,Turkey BSL,Regular Season,Bursaspor Basketbol,Yukatel Merkezefendi Basket,103,107
2025-11-29,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Anadolu Efes,97,94
2025-11-30,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Bahçeşehir Koleji,89,58
2025-12-01,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Beşiktaş Gain,72,85
2025-12-02,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Bursaspor Basketbol,92,84
2025-12-03,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Galatasaray MCT Technic,79,77
2025-12-04,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Glint Manisa Basket,93,79
2025-12-05,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Karşıyaka Basket,87,73
2025-12-06,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Mersin MSK,91,78
2025-12-07,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,ONVO Büyükçekmece,91,87
2025-12-08,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Petkim Spor,105,83
2025-12-09,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Safiport Erokspor,88,94
2025-12-10,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Tofaş,90,82
2025-12-11,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Trabzonspor,93,90
2025-12-12,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Türk Telekom,92,84
2025-12-13,2025-26,Turkey BSL,Regular Season,Fenerbahçe Beko,Yukatel Merkezefendi Basket,82,69
2025-12-14,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Anadolu Efes,80,87
2025-12-15,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Bahçeşehir Koleji,82,72
2025-12-16,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Beşiktaş Gain,89,73
2025-12-17,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Bursaspor Basketbol,92,70
2025-12-18,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Fenerbahçe Beko,76,85
2025-12-19,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Glint Manisa Basket,87,91
2025-12-20,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Karşıyaka Basket,103,83
2025-12-21,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Mersin MSK,85,79
2025-12-22,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,ONVO Büyükçekmece,98,94
2025-12-23,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Petkim Spor,90,61
2025-12-24,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Safiport Erokspor,88,76
2025-12-25,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Tofaş,93,91
2025-12-26,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Trabzonspor,89,101
2025-12-27,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Türk Telekom,90,93
2025-12-28,2025-26,Turkey BSL,Regular Season,Galatasaray MCT Technic,Yukatel Merkezefendi Basket,98,89
2025-12-29,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Anadolu Efes,76,85
2025-12-30,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Bahçeşehir Koleji,70,77
2025-12-31,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Beşiktaş Gain,70,102
2026-01-01,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Bursaspor Basketbol,94,76
2026-01-02,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Fenerbahçe Beko,78,82
2026-01-03,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Galatasaray MCT Technic,86,75
2026-01-04,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Karşıyaka Basket,92,78
2026-01-05,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Mersin MSK,68,87
2026-01-06,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,ONVO Büyükçekmece,79,71
2026-01-07,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Petkim Spor,101,104
2026-01-08,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Safiport Erokspor,75,95
2026-01-09,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Tofaş,100,96
2026-01-10,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Trabzonspor,82,93
2026-01-11,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Türk Telekom,83,75
2026-01-12,2025-26,Turkey BSL,Regular Season,Glint Manisa Basket,Yukatel Merkezefendi Basket,88,79
2026-01-13,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Anadolu Efes,87,101
2026-01-14,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Bahçeşehir Koleji,71,74
2026-01-15,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Beşiktaş Gain,73,86
2026-01-16,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Bursaspor Basketbol,84,82
2026-01-17,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Fenerbahçe Beko,55,91
2026-01-18,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Galatasaray MCT Technic,72,82
2026-01-19,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Glint Manisa Basket,69,80
2026-01-20,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Mersin MSK,92,87
2026-01-21,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,ONVO Büyükçekmece,96,87
2026-01-22,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Petkim Spor,103,91
2026-01-23,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Safiport Erokspor,68,67
2026-01-24,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Tofaş,107,101
2026-01-25,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Trabzonspor,69,85
2026-01-26,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Türk Telekom,75,85
2026-01-27,2025-26,Turkey BSL,Regular Season,Karşıyaka Basket,Yukatel Merkezefendi Basket,76,69
2026-01-28,2025-26,Turkey BSL,Regular Season,Mersin MSK,Anadolu Efes,86,88
2026-01-29,2025-26,Turkey BSL,Regular Season,Mersin MSK,Bahçeşehir Koleji,87,80
2026-01-30,2025-26,Turkey BSL,Regular Season,Mersin MSK,Beşiktaş Gain,86,99
2026-01-31,2025-26,Turkey BSL,Regular Season,Mersin MSK,Bursaspor Basketbol,84,86
2026-02-01,2025-26,Turkey BSL,Regular Season,Mersin MSK,Fenerbahçe Beko,78,87
2026-02-02,2025-26,Turkey BSL,Regular Season,Mersin MSK,Galatasaray MCT Technic,114,76
2026-02-03,2025-26,Turkey BSL,Regular Season,Mersin MSK,Glint Manisa Basket,81,77
2026-02-04,2025-26,Turkey BSL,Regular Season,Mersin MSK,Karşıyaka Basket,92,87
2026-02-05,2025-26,Turkey BSL,Regular Season,Mersin MSK,ONVO Büyükçekmece,87,94
2026-02-06,2025-26,Turkey BSL,Regular Season,Mersin MSK,Petkim Spor,104,103
2026-02-07,2025-26,Turkey BSL,Regular Season,Mersin MSK,Safiport Erokspor,83,88
2026-02-08,2025-26,Turkey BSL,Regular Season,Mersin MSK,Tofaş,84,80
2026-02-09,2025-26,Turkey BSL,Regular Season,Mersin MSK,Trabzonspor,79,82
2026-02-10,2025-26,Turkey BSL,Regular Season,Mersin MSK,Türk Telekom,82,96
2026-02-11,2025-26,Turkey BSL,Regular Season,Mersin MSK,Yukatel Merkezefendi Basket,110,92
2026-02-12,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Anadolu Efes,85,87
2026-02-13,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Bahçeşehir Koleji,81,96
2026-02-14,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Beşiktaş Gain,62,79
2026-02-15,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Bursaspor Basketbol,91,88
2026-02-16,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Fenerbahçe Beko,85,91
2026-02-17,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Galatasaray MCT Technic,81,84
2026-02-18,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Glint Manisa Basket,69,89
2026-02-19,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Karşıyaka Basket,83,87
2026-02-20,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Mersin MSK,88,77
2026-02-21,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Petkim Spor,85,89
2026-02-22,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Safiport Erokspor,67,79
2026-02-23,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Tofaş,81,91
2026-02-24,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Trabzonspor,78,88
2026-02-25,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Türk Telekom,87,90
2026-02-26,2025-26,Turkey BSL,Regular Season,ONVO Büyükçekmece,Yukatel Merkezefendi Basket,87,98
2026-02-27,2025-26,Turkey BSL,Regular Season,Petkim Spor,Anadolu Efes,60,85
2026-02-28,2025-26,Turkey BSL,Regular Season,Petkim Spor,Bahçeşehir Koleji,76,95
2026-03-01,2025-26,Turkey BSL,Regular Season,Petkim Spor,Beşiktaş Gain,72,75
2026-03-02,2025-26,Turkey BSL,Regular Season,Petkim Spor,Bursaspor Basketbol,91,82
2026-03-03,2025-26,Turkey BSL,Regular Season,Petkim Spor,Fenerbahçe Beko,70,78
2026-03-04,2025-26,Turkey BSL,Regular Season,Petkim Spor,Galatasaray MCT Technic,75,80
2026-03-05,2025-26,Turkey BSL,Regular Season,Petkim Spor,Glint Manisa Basket,100,87
2026-03-06,2025-26,Turkey BSL,Regular Season,Petkim Spor,Karşıyaka Basket,85,73
2026-03-07,2025-26,Turkey BSL,Regular Season,Petkim Spor,Mersin MSK,90,86
2026-03-08,2025-26,Turkey BSL,Regular Season,Petkim Spor,ONVO Büyükçekmece,95,104
2026-03-09,2025-26,Turkey BSL,Regular Season,Petkim Spor,Safiport Erokspor,70,79
2026-03-10,2025-26,Turkey BSL,Regular Season,Petkim Spor,Tofaş,76,82
2026-03-11,2025-26,Turkey BSL,Regular Season,Petkim Spor,Trabzonspor,91,105
2026-03-12,2025-26,Turkey BSL,Regular Season,Petkim Spor,Türk Telekom,86,77
2026-03-13,2025-26,Turkey BSL,Regular Season,Petkim Spor,Yukatel Merkezefendi Basket,73,81
2026-03-14,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Anadolu Efes,90,79
2026-03-15,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Bahçeşehir Koleji,60,72
2026-03-16,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Beşiktaş Gain,80,84
2026-03-17,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Bursaspor Basketbol,82,83
2026-03-18,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Fenerbahçe Beko,80,94
2026-03-19,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Galatasaray MCT Technic,85,86
2026-03-20,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Glint Manisa Basket,87,79
2026-03-21,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Karşıyaka Basket,97,94
2026-03-22,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Mersin MSK,88,78
2026-03-23,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,ONVO Büyükçekmece,86,65
2026-03-24,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Petkim Spor,74,57
2026-03-25,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Tofaş,92,70
2026-03-26,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Trabzonspor,67,72
2026-03-27,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Türk Telekom,61,67
2026-03-28,2025-26,Turkey BSL,Regular Season,Safiport Erokspor,Yukatel Merkezefendi Basket,82,76
2026-03-29,2025-26,Turkey BSL,Regular Season,Tofaş,Anadolu Efes,86,79
2026-03-30,2025-26,Turkey BSL,Regular Season,Tofaş,Bahçeşehir Koleji,92,82
2026-03-31,2025-26,Turkey BSL,Regular Season,Tofaş,Beşiktaş Gain,84,98
2026-04-01,2025-26,Turkey BSL,Regular Season,Tofaş,Bursaspor Basketbol,84,70
2026-04-02,2025-26,Turkey BSL,Regular Season,Tofaş,Fenerbahçe Beko,80,78
2026-04-03,2025-26,Turkey BSL,Regular Season,Tofaş,Galatasaray MCT Technic,78,91
2026-04-04,2025-26,Turkey BSL,Regular Season,Tofaş,Glint Manisa Basket,80,62
2026-04-05,2025-26,Turkey BSL,Regular Season,Tofaş,Karşıyaka Basket,87,78
2026-04-06,2025-26,Turkey BSL,Regular Season,Tofaş,Mersin MSK,83,88
2026-04-07,2025-26,Turkey BSL,Regular Season,Tofaş,ONVO Büyükçekmece,91,70
2026-04-08,2025-26,Turkey BSL,Regular Season,Tofaş,Petkim Spor,73,71
2026-04-09,2025-26,Turkey BSL,Regular Season,Tofaş,Safiport Erokspor,81,91
2026-04-10,2025-26,Turkey BSL,Regular Season,Tofaş,Trabzonspor,71,91
2026-04-11,2025-26,Turkey BSL,Regular Season,Tofaş,Türk Telekom,85,73
2026-04-12,2025-26,Turkey BSL,Regular Season,Tofaş,Yukatel Merkezefendi Basket,88,93
2026-04-13,2025-26,Turkey BSL,Regular Season,Trabzonspor,Anadolu Efes,74,81
2026-04-14,2025-26,Turkey BSL,Regular Season,Trabzonspor,Bahçeşehir Koleji,71,81
2026-04-15,2025-26,Turkey BSL,Regular Season,Trabzonspor,Beşiktaş Gain,84,98
2026-04-16,2025-26,Turkey BSL,Regular Season,Trabzonspor,Bursaspor Basketbol,79,85
2026-04-17,2025-26,Turkey BSL,Regular Season,Trabzonspor,Fenerbahçe Beko,99,73
2026-04-18,2025-26,Turkey BSL,Regular Season,Trabzonspor,Galatasaray MCT Technic,79,69
