date,season,league,gameType,home_team,away_team,home_score,away_score
2025-04-20,2024-25,Germany BBL,Regular Season,Baskets Oldenburg,Bayern Munich,83,94
2025-04-21,2024-25,Germany BBL,Regular Season,Baskets Oldenburg,Rostock Seawolves,92,79
2025-04-22,2024-25,Germany BBL,Regular Season,Baskets Oldenburg,Ratiopharm Ulm,93,66
2025-04-23,2024-25,Germany BBL,Regular Season,Baskets Oldenburg,Rasta Vechta,91,75
2025-04-24,2024-25,Germany BBL,Regular Season,Baskets Oldenburg,FIT/One Würzburg Baskets,96,85
2025-04-25,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Bamberg Baskets,98,74
2025-04-26,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Alba Berlin,71,78
2025-04-27,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Telekom Baskets Bonn,64,69
2025-04-28,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Basketball Löwen Braunschweig,48,67
2025-04-29,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Niners Chemnitz,60,68
2025-04-30,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Skyliners Frankfurt,83,66
2025-05-01,2024-25,Germany BBL,Regular Season,Rostock Seawolves,BG Göttingen,102,74
2025-05-02,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Hamburg Towers,92,78
2025-05-03,2024-25,Germany BBL,Regular Season,Rostock Seawolves,MLP Academics Heidelberg,88,82
2025-05-04,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Riesen Ludwigsburg,94,89
2025-05-05,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Mitteldeutscher BC,84,76
2025-05-06,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Bayern Munich,70,80
2025-05-07,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Baskets Oldenburg,122,118
2025-05-08,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Ratiopharm Ulm,85,67
2025-05-09,2024-25,Germany BBL,Regular Season,Rostock Seawolves,Rasta Vechta,87,83
2025-05-10,2024-25,Germany BBL,Regular Season,Rostock Seawolves,FIT/One Würzburg Baskets,65,92
2025-05-11,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Bamberg Baskets,92,77
2025-05-12,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Alba Berlin,101,90
2025-05-13,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Telekom Baskets Bonn,84,75
2025-05-14,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Basketball Löwen Braunschweig,111,75
2025-05-15,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Niners Chemnitz,117,87
2025-05-16,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Skyliners Frankfurt,115,88
2025-05-17,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,BG Göttingen,109,70
2025-05-18,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Hamburg Towers,82,72
2025-05-19,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,MLP Academics Heidelberg,67,69
2025-05-20,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Riesen Ludwigsburg,63,62
2025-05-21,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Mitteldeutscher BC,92,66
2025-05-22,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Bayern Munich,109,94
2025-05-23,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Baskets Oldenburg,119,92
2025-05-24,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Rostock Seawolves,82,72
2025-05-25,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,Rasta Vechta,85,76
2025-05-26,2024-25,Germany BBL,Regular Season,Ratiopharm Ulm,FIT/One Würzburg Baskets,85,76
2025-05-27,2024-25,Germany BBL,Regular Season,Rasta Vechta,Bamberg Baskets,101,98
2025-05-28,2024-25,Germany BBL,Regular Season,Rasta Vechta,Alba Berlin,96,93
2025-05-29,2024-25,Germany BBL,Regular Season,Rasta Vechta,Telekom Baskets Bonn,83,75
2025-05-30,2024-25,Germany BBL,Regular Season,Rasta Vechta,Basketball Löwen Braunschweig,91,88
2025-05-31,2024-25,Germany BBL,Regular Season,Rasta Vechta,Niners Chemnitz,89,66
2025-06-01,2024-25,Germany BBL,Regular Season,Rasta Vechta,Skyliners Frankfurt,74,80
2025-06-02,2024-25,Germany BBL,Regular Season,Rasta Vechta,BG Göttingen,87,79
2025-06-03,2024-25,Germany BBL,Regular Season,Rasta Vechta,Hamburg Towers,69,79
2025-06-04,2024-25,Germany BBL,Regular Season,Rasta Vechta,MLP Academics Heidelberg,78,60
2025-06-05,2024-25,Germany BBL,Regular Season,Rasta Vechta,Riesen Ludwigsburg,64,70
2025-06-06,2024-25,Germany BBL,Regular Season,Rasta Vechta,Mitteldeutscher BC,87,79
2025-06-07,2024-25,Germany BBL,Regular Season,Rasta Vechta,Bayern Munich,79,65
2025-06-08,2024-25,Germany BBL,Regular Season,Rasta Vechta,Baskets Oldenburg,98,91
2025-06-09,2024-25,Germany BBL,Regular Season,Rasta Vechta,Rostock Seawolves,68,84
2025-06-10,2024-25,Germany BBL,Regular Season,Rasta Vechta,Ratiopharm Ulm,73,84
2025-06-11,2024-25,Germany BBL,Regular Season,Rasta Vechta,FIT/One Würzburg Baskets,78,86
2025-06-12,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Bamberg Baskets,70,82
2025-06-13,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Alba Berlin,70,69
2025-06-14,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Telekom Baskets Bonn,83,75
2025-06-15,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Basketball Löwen Braunschweig,70,53
2025-06-16,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Niners Chemnitz,83,90
2025-06-17,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Skyliners Frankfurt,89,70
2025-06-18,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,BG Göttingen,79,78
2025-06-19,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Hamburg Towers,91,85
2025-06-20,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,MLP Academics Heidelberg,85,102
2025-06-21,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Riesen Ludwigsburg,77,60
2025-06-22,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Mitteldeutscher BC,86,76
2025-06-23,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Bayern Munich,75,81
2025-06-24,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Baskets Oldenburg,102,112
2025-06-25,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Rostock Seawolves,93,97
2025-06-26,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Ratiopharm Ulm,89,72
2025-06-27,2024-25,Germany BBL,Regular Season,FIT/One Würzburg Baskets,Rasta Vechta,74,86
2025-10-01,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Telekom Baskets Bonn,102,83
2025-10-01,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Alba Berlin,92,98
2025-10-02,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Basketball Löwen Braunschweig,88,81
2025-10-03,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Niners Chemnitz,96,82
2025-10-04,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Skyliners Frankfurt,77,80
2025-10-05,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Veolia Towers Hamburg,85,71
2025-10-06,2025-26,Germany BBL,Regular Season,Bamberg Baskets,MLP Academics Heidelberg,80,69
2025-10-07,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Science City Jena,81,75
2025-10-08,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Syntainics MBC,99,74
2025-10-08,2025-26,Germany BBL,Regular Season,Bamberg Baskets,MHP Riesen Ludwigsburg,79,100
2025-10-09,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Bayern Munich,97,93
2025-10-10,2025-26,Germany BBL,Regular Season,Bamberg Baskets,EWE Baskets Oldenburg,83,61
2025-10-11,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Rostock Seawolves,74,87
2025-10-12,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Vet-Concept Gladiators Trier,98,79
2025-10-13,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Ratiopharm Ulm,83,106
2025-10-14,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Rasta Vechta,96,86
2025-10-15,2025-26,Germany BBL,Regular Season,Bamberg Baskets,Fitness First Würzburg Baskets,92,86
2025-10-16,2025-26,Germany BBL,Regular Season,Alba Berlin,Telekom Baskets Bonn,91,75
2025-10-16,2025-26,Germany BBL,Regular Season,Alba Berlin,Bamberg Baskets,87,82
2025-10-17,2025-26,Germany BBL,Regular Season,Alba Berlin,Basketball Löwen Braunschweig,104,73
2025-10-18,2025-26,Germany BBL,Regular Season,Alba Berlin,Niners Chemnitz,82,84
2025-10-19,2025-26,Germany BBL,Regular Season,Alba Berlin,Skyliners Frankfurt,89,83
2025-10-20,2025-26,Germany BBL,Regular Season,Alba Berlin,Veolia Towers Hamburg,87,93
2025-10-21,2025-26,Germany BBL,Regular Season,Alba Berlin,MLP Academics Heidelberg,87,62
2025-10-22,2025-26,Germany BBL,Regular Season,Alba Berlin,Science City Jena,83,65
2025-10-23,2025-26,Germany BBL,Regular Season,Alba Berlin,Syntainics MBC,88,80
2025-10-23,2025-26,Germany BBL,Regular Season,Alba Berlin,MHP Riesen Ludwigsburg,80,47
2025-10-24,2025-26,Germany BBL,Regular Season,Alba Berlin,Bayern Munich,67,61
2025-10-25,2025-26,Germany BBL,Regular Season,Alba Berlin,EWE Baskets Oldenburg,79,81
2025-10-26,2025-26,Germany BBL,Regular Season,Alba Berlin,Rostock Seawolves,89,85
2025-10-27,2025-26,Germany BBL,Regular Season,Alba Berlin,Vet-Concept Gladiators Trier,92,97
2025-10-28,2025-26,Germany BBL,Regular Season,Alba Berlin,Ratiopharm Ulm,66,67
2025-10-29,2025-26,Germany BBL,Regular Season,Alba Berlin,Rasta Vechta,84,82
2025-10-30,2025-26,Germany BBL,Regular Season,Alba Berlin,Fitness First Würzburg Baskets,71,68
2025-10-31,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Alba Berlin,70,84
2025-10-31,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Bamberg Baskets,76,74
2025-11-01,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Basketball Löwen Braunschweig,96,85
2025-11-02,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Niners Chemnitz,86,82
2025-11-03,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Skyliners Frankfurt,88,76
2025-11-04,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Veolia Towers Hamburg,92,85
2025-11-05,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,MLP Academics Heidelberg,94,82
2025-11-06,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Science City Jena,92,64
2025-11-07,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,MHP Riesen Ludwigsburg,79,81
2025-11-07,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Syntainics MBC,88,72
2025-11-08,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Bayern Munich,55,83
2025-11-09,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,EWE Baskets Oldenburg,73,71
2025-11-10,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Rostock Seawolves,77,81
2025-11-11,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Vet-Concept Gladiators Trier,102,77
2025-11-12,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Ratiopharm Ulm,81,79
2025-11-13,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Rasta Vechta,101,83
2025-11-14,2025-26,Germany BBL,Regular Season,Telekom Baskets Bonn,Fitness First Würzburg Baskets,61,72
2025-11-15,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Bamberg Baskets,75,98
2025-11-15,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Alba Berlin,73,94
2025-11-16,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Telekom Baskets Bonn,89,80
2025-11-17,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Niners Chemnitz,104,90
2025-11-18,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Skyliners Frankfurt,73,95
2025-11-19,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Veolia Towers Hamburg,85,73
2025-11-20,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,MLP Academics Heidelberg,94,99
2025-11-21,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Science City Jena,78,83
2025-11-22,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Syntainics MBC,112,93
2025-11-22,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,MHP Riesen Ludwigsburg,98,97
2025-11-23,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Bayern Munich,62,91
2025-11-24,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,EWE Baskets Oldenburg,68,93
2025-11-25,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Rostock Seawolves,92,71
2025-11-26,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Vet-Concept Gladiators Trier,97,106
2025-11-27,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Ratiopharm Ulm,77,67
2025-11-28,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Rasta Vechta,98,77
2025-11-29,2025-26,Germany BBL,Regular Season,Basketball Löwen Braunschweig,Fitness First Würzburg Baskets,82,87
2025-11-30,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Bamberg Baskets,62,89
2025-11-30,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Alba Berlin,85,89
2025-12-01,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Telekom Baskets Bonn,75,76
2025-12-02,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Basketball Löwen Braunschweig,93,75
2025-12-03,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Skyliners Frankfurt,86,82
2025-12-04,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Veolia Towers Hamburg,102,78
2025-12-05,2025-26,Germany BBL,Regular Season,Niners Chemnitz,MLP Academics Heidelberg,99,96
2025-12-06,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Science City Jena,76,73
2025-12-07,2025-26,Germany BBL,Regular Season,Niners Chemnitz,MHP Riesen Ludwigsburg,111,88
2025-12-07,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Syntainics MBC,79,75
2025-12-08,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Bayern Munich,59,87
2025-12-09,2025-26,Germany BBL,Regular Season,Niners Chemnitz,EWE Baskets Oldenburg,95,85
2025-12-10,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Rostock Seawolves,97,92
2025-12-11,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Vet-Concept Gladiators Trier,96,84
2025-12-12,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Ratiopharm Ulm,79,66
2025-12-13,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Rasta Vechta,90,96
2025-12-14,2025-26,Germany BBL,Regular Season,Niners Chemnitz,Fitness First Würzburg Baskets,67,86
2025-12-15,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Bamberg Baskets,61,84
2025-12-15,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Alba Berlin,61,87
2025-12-16,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Telekom Baskets Bonn,72,104
2025-12-17,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Basketball Löwen Braunschweig,87,90
2025-12-18,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Niners Chemnitz,89,86
2025-12-19,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Veolia Towers Hamburg,78,82
2025-12-20,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,MLP Academics Heidelberg,73,93
2025-12-21,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Science City Jena,79,70
2025-12-22,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Syntainics MBC,93,97
2025-12-22,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,MHP Riesen Ludwigsburg,88,98
2025-12-23,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Bayern Munich,69,97
2025-12-24,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,EWE Baskets Oldenburg,73,79
2025-12-25,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Rostock Seawolves,97,74
2025-12-26,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Vet-Concept Gladiators Trier,108,115
2025-12-27,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Ratiopharm Ulm,64,103
2025-12-28,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Rasta Vechta,89,93
2025-12-29,2025-26,Germany BBL,Regular Season,Skyliners Frankfurt,Fitness First Würzburg Baskets,82,80
2025-12-30,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Alba Berlin,99,80
2025-12-30,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Bamberg Baskets,71,101
2025-12-31,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Telekom Baskets Bonn,68,86
2026-01-01,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Basketball Löwen Braunschweig,95,85
2026-01-02,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Niners Chemnitz,86,69
2026-01-03,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Skyliners Frankfurt,97,75
2026-01-04,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,MLP Academics Heidelberg,86,83
2026-01-05,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Science City Jena,82,84
2026-01-06,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Syntainics MBC,85,93
2026-01-06,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,MHP Riesen Ludwigsburg,84,88
2026-01-07,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Bayern Munich,96,81
2026-01-08,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,EWE Baskets Oldenburg,69,94
2026-01-09,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Rostock Seawolves,91,86
2026-01-10,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Vet-Concept Gladiators Trier,90,72
2026-01-11,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Ratiopharm Ulm,84,82
2026-01-12,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Rasta Vechta,83,92
2026-01-13,2025-26,Germany BBL,Regular Season,Veolia Towers Hamburg,Fitness First Würzburg Baskets,73,90
2026-01-14,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Alba Berlin,54,87
2026-01-14,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Bamberg Baskets,85,99
2026-01-15,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Telekom Baskets Bonn,67,100
2026-01-16,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Basketball Löwen Braunschweig,95,75
2026-01-17,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Niners Chemnitz,83,90
2026-01-18,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Skyliners Frankfurt,75,80
2026-01-19,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Veolia Towers Hamburg,108,111
2026-01-20,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Science City Jena,83,87
2026-01-21,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,MHP Riesen Ludwigsburg,73,83
2026-01-21,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Syntainics MBC,80,75
2026-01-22,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Bayern Munich,63,106
2026-01-23,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,EWE Baskets Oldenburg,80,78
2026-01-24,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Rostock Seawolves,70,101
2026-01-25,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Vet-Concept Gladiators Trier,76,80
2026-01-26,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Ratiopharm Ulm,93,90
2026-01-27,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Rasta Vechta,89,103
2026-01-28,2025-26,Germany BBL,Regular Season,MLP Academics Heidelberg,Fitness First Würzburg Baskets,85,51
2026-01-29,2025-26,Germany BBL,Regular Season,Science City Jena,Bamberg Baskets,81,102
2026-01-29,2025-26,Germany BBL,Regular Season,Science City Jena,Alba Berlin,78,97
2026-01-30,2025-26,Germany BBL,Regular Season,Science City Jena,Telekom Baskets Bonn,80,92
2026-01-31,2025-26,Germany BBL,Regular Season,Science City Jena,Basketball Löwen Braunschweig,82,93
2026-02-01,2025-26,Germany BBL,Regular Season,Science City Jena,Niners Chemnitz,85,72
2026-02-02,2025-26,Germany BBL,Regular Season,Science City Jena,Skyliners Frankfurt,58,90
2026-02-03,2025-26,Germany BBL,Regular Season,Science City Jena,Veolia Towers Hamburg,106,95
2026-02-04,2025-26,Germany BBL,Regular Season,Science City Jena,MLP Academics Heidelberg,81,79
2026-02-05,2025-26,Germany BBL,Regular Season,Science City Jena,MHP Riesen Ludwigsburg,75,84
2026-02-05,2025-26,Germany BBL,Regular Season,Science City Jena,Syntainics MBC,84,108
2026-02-06,2025-26,Germany BBL,Regular Season,Science City Jena,Bayern Munich,61,106
2026-02-07,2025-26,Germany BBL,Regular Season,Science City Jena,EWE Baskets Oldenburg,97,75
2026-02-08,2025-26,Germany BBL,Regular Season,Science City Jena,Rostock Seawolves,82,89
2026-02-09,2025-26,Germany BBL,Regular Season,Science City Jena,Vet-Concept Gladiators Trier,102,94
2026-02-10,2025-26,Germany BBL,Regular Season,Science City Jena,Ratiopharm Ulm,70,92
2026-02-11,2025-26,Germany BBL,Regular Season,Science City Jena,Rasta Vechta,95,78
2026-02-12,2025-26,Germany BBL,Regular Season,Science City Jena,Fitness First Würzburg Baskets,69,87
2026-02-13,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Alba Berlin,77,101
2026-02-13,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Bamberg Baskets,74,86
2026-02-14,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Telekom Baskets Bonn,85,86
2026-02-15,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Basketball Löwen Braunschweig,86,62
2026-02-16,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Niners Chemnitz,87,79
2026-02-17,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Skyliners Frankfurt,97,65
2026-02-18,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Veolia Towers Hamburg,75,67
2026-02-19,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,MLP Academics Heidelberg,89,73
2026-02-20,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Syntainics MBC,86,82
2026-02-20,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Science City Jena,91,82
2026-02-21,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Bayern Munich,78,86
2026-02-22,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,EWE Baskets Oldenburg,65,59
2026-02-23,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Rostock Seawolves,75,61
2026-02-24,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Vet-Concept Gladiators Trier,80,86
2026-02-25,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Ratiopharm Ulm,90,81
2026-02-26,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Rasta Vechta,80,86
2026-02-27,2025-26,Germany BBL,Regular Season,MHP Riesen Ludwigsburg,Fitness First Würzburg Baskets,79,84
2026-02-28,2025-26,Germany BBL,Regular Season,Syntainics MBC,Alba Berlin,99,68
2026-02-28,2025-26,Germany BBL,Regular Season,Syntainics MBC,Bamberg Baskets,82,99
2026-03-01,2025-26,Germany BBL,Regular Season,Syntainics MBC,Telekom Baskets Bonn,84,77
2026-03-02,2025-26,Germany BBL,Regular Season,Syntainics MBC,Basketball Löwen Braunschweig,99,93
2026-03-03,2025-26,Germany BBL,Regular Season,Syntainics MBC,Niners Chemnitz,90,94
2026-03-04,2025-26,Germany BBL,Regular Season,Syntainics MBC,Skyliners Frankfurt,83,96
2026-03-05,2025-26,Germany BBL,Regular Season,Syntainics MBC,Veolia Towers Hamburg,99,94
2026-03-06,2025-26,Germany BBL,Regular Season,Syntainics MBC,MLP Academics Heidelberg,85,67
2026-03-07,2025-26,Germany BBL,Regular Season,Syntainics MBC,MHP Riesen Ludwigsburg,82,93
2026-03-07,2025-26,Germany BBL,Regular Season,Syntainics MBC,Science City Jena,86,95
2026-03-08,2025-26,Germany BBL,Regular Season,Syntainics MBC,Bayern Munich,91,79
2026-03-09,2025-26,Germany BBL,Regular Season,Syntainics MBC,EWE Baskets Oldenburg,84,90
2026-03-10,2025-26,Germany BBL,Regular Season,Syntainics MBC,Rostock Seawolves,80,94
2026-03-11,2025-26,Germany BBL,Regular Season,Syntainics MBC,Vet-Concept Gladiators Trier,84,110
2026-03-12,2025-26,Germany BBL,Regular Season,Syntainics MBC,Ratiopharm Ulm,75,71
2026-03-13,2025-26,Germany BBL,Regular Season,Syntainics MBC,Rasta Vechta,90,82
2026-03-14,2025-26,Germany BBL,Regular Season,Syntainics MBC,Fitness First Würzburg Baskets,83,52
2026-03-15,2025-26,Germany BBL,Regular Season,Bayern Munich,Bamberg Baskets,96,81
2026-03-15,2025-26,Germany BBL,Regular Season,Bayern Munich,Alba Berlin,85,79
2026-03-16,2025-26,Germany BBL,Regular Season,Bayern Munich,Telekom Baskets Bonn,66,63
2026-03-17,2025-26,Germany BBL,Regular Season,Bayern Munich,Basketball Löwen Braunschweig,98,80
2026-03-18,2025-26,Germany BBL,Regular Season,Bayern Munich,Niners Chemnitz,91,77
2026-03-19,2025-26,Germany BBL,Regular Season,Bayern Munich,Skyliners Frankfurt,85,76
2026-03-20,2025-26,Germany BBL,Regular Season,Bayern Munich,Veolia Towers Hamburg,96,79
2026-03-21,2025-26,Germany BBL,Regular Season,Bayern Munich,MLP Academics Heidelberg,93,81
2026-03-22,2025-26,Germany BBL,Regular Season,Bayern Munich,Science City Jena,93,77
2026-03-22,2025-26,Germany BBL,Regular Season,Bayern Munich,MHP Riesen Ludwigsburg,93,59
2026-03-23,2025-26,Germany BBL,Regular Season,Bayern Munich,Syntainics MBC,83,62
2026-03-24,2025-26,Germany BBL,Regular Season,Bayern Munich,EWE Baskets Oldenburg,77,67
2026-03-25,2025-26,Germany BBL,Regular Season,Bayern Munich,Rostock Seawolves,86,64
