date,season,league,gameType,home_team,away_team,home_score,away_score
2024-10-16,2024-25,Lithuania LKL,Regular Season,7Bet–Lietkabelis,Uniclub Bet – Juventus,90,98
2024-10-19,2024-25,Lithuania LKL,Regular Season,7Bet–Lietkabelis,Wolves Twinsbet,83,81
2024-10-22,2024-25,Lithuania LKL,Regular Season,7Bet–Lietkabelis,Žalgiris,85,89
2024-10-24,2024-25,Lithuania LKL,Regular Season,Cbet,7Bet–Lietkabelis,84,82
2024-10-27,2024-25,Lithuania LKL,Regular Season,Cbet,M Basket–Delamode,103,83
2024-10-30,2024-25,Lithuania LKL,Regular Season,Cbet,Neptūnas,86,82
2024-11-01,2024-25,Lithuania LKL,Regular Season,Cbet,Nevėžis–Optibet,87,110
2024-11-04,2024-25,Lithuania LKL,Regular Season,Cbet,Rytas,74,94
2024-11-07,2024-25,Lithuania LKL,Regular Season,Cbet,Šiauliai–Casino Admiral,104,93
2024-11-09,2024-25,Lithuania LKL,Regular Season,Cbet,Uniclub Bet – Juventus,93,98
2024-11-12,2024-25,Lithuania LKL,Regular Season,Cbet,Wolves Twinsbet,91,94
2024-11-15,2024-25,Lithuania LKL,Regular Season,Cbet,Žalgiris,72,93
2024-11-17,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,7Bet–Lietkabelis,93,87
2024-11-20,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Cbet,72,83
2024-11-23,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Neptūnas,107,96
2024-11-25,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Nevėžis–Optibet,77,98
2024-11-28,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Rytas,83,93
2024-12-01,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Šiauliai–Casino Admiral,93,95
2024-12-03,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Uniclub Bet – Juventus,46,91
2024-12-06,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Wolves Twinsbet,86,95
2024-12-09,2024-25,Lithuania LKL,Regular Season,M Basket–Delamode,Žalgiris,82,88
2024-12-11,2024-25,Lithuania LKL,Regular Season,Neptūnas,7Bet–Lietkabelis,56,63
2024-12-14,2024-25,Lithuania LKL,Regular Season,Neptūnas,Cbet,90,87
2024-12-17,2024-25,Lithuania LKL,Regular Season,Neptūnas,M Basket–Delamode,99,63
2024-12-19,2024-25,Lithuania LKL,Regular Season,Neptūnas,Nevėžis–Optibet,94,107
2024-12-22,2024-25,Lithuania LKL,Regular Season,Neptūnas,Rytas,76,94
2024-12-24,2024-25,Lithuania LKL,Regular Season,Neptūnas,Šiauliai–Casino Admiral,80,90
2024-12-27,2024-25,Lithuania LKL,Regular Season,Neptūnas,Uniclub Bet – Juventus,63,74
2024-12-30,2024-25,Lithuania LKL,Regular Season,Neptūnas,Wolves Twinsbet,89,74
2025-01-01,2024-25,Lithuania LKL,Regular Season,Neptūnas,Žalgiris,70,97
2025-01-04,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,7Bet–Lietkabelis,78,85
2025-01-07,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Cbet,93,105
2025-01-09,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,M Basket–Delamode,93,87
2025-01-12,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Neptūnas,74,83
2025-01-15,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Rytas,83,93
2025-01-17,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Šiauliai–Casino Admiral,106,90
2025-01-20,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Uniclub Bet – Juventus,74,78
2025-01-23,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Wolves Twinsbet,85,90
2025-01-25,2024-25,Lithuania LKL,Regular Season,Nevėžis–Optibet,Žalgiris,76,89
2025-01-28,2024-25,Lithuania LKL,Regular Season,Rytas,7Bet–Lietkabelis,90,78
2025-01-31,2024-25,Lithuania LKL,Regular Season,Rytas,Cbet,84,80
2025-02-02,2024-25,Lithuania LKL,Regular Season,Rytas,M Basket–Delamode,109,98
2025-02-05,2024-25,Lithuania LKL,Regular Season,Rytas,Neptūnas,84,90
2025-02-08,2024-25,Lithuania LKL,Regular Season,Rytas,Nevėžis–Optibet,89,69
2025-02-10,2024-25,Lithuania LKL,Regular Season,Rytas,Šiauliai–Casino Admiral,118,109
2025-02-13,2024-25,Lithuania LKL,Regular Season,Rytas,Uniclub Bet – Juventus,90,76
2025-02-16,2024-25,Lithuania LKL,Regular Season,Rytas,Wolves Twinsbet,71,82
2025-02-18,2024-25,Lithuania LKL,Regular Season,Rytas,Žalgiris,91,88
2025-02-21,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,7Bet–Lietkabelis,96,92
2025-02-24,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Cbet,103,93
2025-02-26,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,M Basket–Delamode,103,107
2025-03-01,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Neptūnas,108,103
2025-03-04,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Nevėžis–Optibet,95,91
2025-03-06,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Rytas,79,89
2025-03-09,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Uniclub Bet – Juventus,98,100
2025-03-11,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Wolves Twinsbet,110,89
2025-03-14,2024-25,Lithuania LKL,Regular Season,Šiauliai–Casino Admiral,Žalgiris,63,91
2025-03-17,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,7Bet–Lietkabelis,70,79
2025-03-19,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Cbet,79,80
2025-03-22,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,M Basket–Delamode,92,72
2025-03-25,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Neptūnas,92,99
2025-03-27,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Nevėžis–Optibet,91,84
2025-03-30,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Rytas,78,86
2025-04-02,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Šiauliai–Casino Admiral,101,88
2025-04-04,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Wolves Twinsbet,100,110
2025-04-07,2024-25,Lithuania LKL,Regular Season,Uniclub Bet – Juventus,Žalgiris,67,128
2025-04-10,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,7Bet–Lietkabelis,82,97
2025-04-12,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Cbet,103,90
2025-04-15,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,M Basket–Delamode,95,94
2025-04-18,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Neptūnas,102,86
2025-04-20,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Nevėžis–Optibet,103,102
2025-04-23,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Rytas,84,88
2025-04-26,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Šiauliai–Casino Admiral,103,93
2025-04-28,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Uniclub Bet – Juventus,67,72
2025-05-01,2024-25,Lithuania LKL,Regular Season,Wolves Twinsbet,Žalgiris,100,82
2025-05-04,2024-25,Lithuania LKL,Regular Season,Žalgiris,7Bet–Lietkabelis,73,66
2025-05-06,2024-25,Lithuania LKL,Regular Season,Žalgiris,Cbet,101,64
2025-05-09,2024-25,Lithuania LKL,Regular Season,Žalgiris,M Basket–Delamode,101,46
2025-05-12,2024-25,Lithuania LKL,Regular Season,Žalgiris,Neptūnas,91,75
2025-05-14,2024-25,Lithuania LKL,Regular Season,Žalgiris,Nevėžis–Optibet,88,86
2025-05-17,2024-25,Lithuania LKL,Regular Season,Žalgiris,Rytas,78,67
2025-05-20,2024-25,Lithuania LKL,Regular Season,Žalgiris,Šiauliai–Casino Admiral,111,81
2025-05-22,2024-25,Lithuania LKL,Regular Season,Žalgiris,Uniclub Bet – Juventus,84,67
2025-05-25,2024-25,Lithuania LKL,Regular Season,Žalgiris,Wolves Twinsbet,97,84
2025-10-01,2025-26,Lithuania LKL,Regular Season,Gargždai,Jonava Hipocredit,103,73
2025-10-04,2025-26,Lithuania LKL,Regular Season,Gargždai,Juventus,91,74
2025-10-07,2025-26,Lithuania LKL,Regular Season,Gargždai,Lietkabelis,80,89
2025-10-10,2025-26,Lithuania LKL,Regular Season,Gargždai,Neptūnas,87,104
2025-10-14,2025-26,Lithuania LKL,Regular Season,Gargždai,Nevėžis-Paskolų klubas,86,79
2025-10-17,2025-26,Lithuania LKL,Regular Season,Gargždai,Rytas,82,78
2025-10-20,2025-26,Lithuania LKL,Regular Season,Gargždai,Šiauliai,85,93
2025-10-24,2025-26,Lithuania LKL,Regular Season,Gargždai,Žalgiris,73,89
2025-10-27,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Gargždai,75,82
2025-10-30,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Juventus,82,98
2025-11-03,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Lietkabelis,85,96
2025-11-06,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Neptūnas,117,124
2025-11-09,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Nevėžis-Paskolų klubas,86,82
2025-11-13,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Rytas,71,105
2025-11-16,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Šiauliai,79,85
2025-11-19,2025-26,Lithuania LKL,Regular Season,Jonava Hipocredit,Žalgiris,78,87
2025-11-23,2025-26,Lithuania LKL,Regular Season,Juventus,Gargždai,104,78
2025-11-26,2025-26,Lithuania LKL,Regular Season,Juventus,Jonava Hipocredit,104,95
2025-11-29,2025-26,Lithuania LKL,Regular Season,Juventus,Lietkabelis,82,73
2025-12-03,2025-26,Lithuania LKL,Regular Season,Juventus,Neptūnas,90,97
2025-12-06,2025-26,Lithuania LKL,Regular Season,Juventus,Nevėžis-Paskolų klubas,84,90
2025-12-09,2025-26,Lithuania LKL,Regular Season,Juventus,Rytas,85,92
2025-12-13,2025-26,Lithuania LKL,Regular Season,Juventus,Šiauliai,86,73
2025-12-16,2025-26,Lithuania LKL,Regular Season,Juventus,Žalgiris,75,91
2025-12-19,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Gargždai,70,79
2025-12-22,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Jonava Hipocredit,101,74
2025-12-26,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Juventus,89,83
2025-12-29,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Neptūnas,84,96
2026-01-01,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Nevėžis-Paskolų klubas,100,76
2026-01-05,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Rytas,89,84
2026-01-08,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Šiauliai,80,86
2026-01-11,2025-26,Lithuania LKL,Regular Season,Lietkabelis,Žalgiris,77,81
2026-01-15,2025-26,Lithuania LKL,Regular Season,Neptūnas,Gargždai,102,74
2026-01-18,2025-26,Lithuania LKL,Regular Season,Neptūnas,Jonava Hipocredit,117,113
2026-01-21,2025-26,Lithuania LKL,Regular Season,Neptūnas,Juventus,85,72
2026-01-25,2025-26,Lithuania LKL,Regular Season,Neptūnas,Lietkabelis,97,87
2026-01-28,2025-26,Lithuania LKL,Regular Season,Neptūnas,Nevėžis-Paskolų klubas,113,82
2026-01-31,2025-26,Lithuania LKL,Regular Season,Neptūnas,Rytas,95,87
2026-02-04,2025-26,Lithuania LKL,Regular Season,Neptūnas,Šiauliai,101,103
2026-02-07,2025-26,Lithuania LKL,Regular Season,Neptūnas,Žalgiris,71,84
2026-02-10,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Gargždai,94,87
2026-02-14,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Jonava Hipocredit,83,85
2026-02-17,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Juventus,79,96
2026-02-20,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Lietkabelis,77,69
2026-02-24,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Neptūnas,85,92
2026-02-27,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Rytas,64,82
2026-03-02,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Šiauliai,107,93
2026-03-06,2025-26,Lithuania LKL,Regular Season,Nevėžis-Paskolų klubas,Žalgiris,68,94
2026-03-09,2025-26,Lithuania LKL,Regular Season,Rytas,Gargždai,99,73
2026-03-12,2025-26,Lithuania LKL,Regular Season,Rytas,Jonava Hipocredit,104,72
2026-03-15,2025-26,Lithuania LKL,Regular Season,Rytas,Juventus,96,99
2026-03-19,2025-26,Lithuania LKL,Regular Season,Rytas,Lietkabelis,73,84
2026-03-22,2025-26,Lithuania LKL,Regular Season,Rytas,Neptūnas,97,93
2026-03-25,2025-26,Lithuania LKL,Regular Season,Rytas,Nevėžis-Paskolų klubas,104,74
2026-03-29,2025-26,Lithuania LKL,Regular Season,Rytas,Šiauliai,94,79
2026-04-01,2025-26,Lithuania LKL,Regular Season,Rytas,Žalgiris,81,90
2026-04-04,2025-26,Lithuania LKL,Regular Season,Šiauliai,Gargždai,83,94
2026-04-08,2025-26,Lithuania LKL,Regular Season,Šiauliai,Jonava Hipocredit,93,78
2026-04-11,2025-26,Lithuania LKL,Regular Season,Šiauliai,Juventus,102,108
2026-04-14,2025-26,Lithuania LKL,Regular Season,Šiauliai,Lietkabelis,87,80
2026-04-18,2025-26,Lithuania LKL,Regular Season,Šiauliai,Neptūnas,89,85
2026-04-21,2025-26,Lithuania LKL,Regular Season,Šiauliai,Nevėžis-Paskolų klubas,98,95
2026-04-24,2025-26,Lithuania LKL,Regular Season,Šiauliai,Rytas,100,105
2026-04-28,2025-26,Lithuania LKL,Regular Season,Šiauliai,Žalgiris,71,75
2026-05-01,2025-26,Lithuania LKL,Regular Season,Žalgiris,Gargždai,108,71
2026-05-04,2025-26,Lithuania LKL,Regular Season,Žalgiris,Jonava Hipocredit,104,91
2026-05-08,2025-26,Lithuania LKL,Regular Season,Žalgiris,Juventus,98,68
2026-05-11,2025-26,Lithuania LKL,Regular Season,Žalgiris,Lietkabelis,85,87
2026-05-14,2025-26,Lithuania LKL,Regular Season,Žalgiris,Neptūnas,112,77
2026-05-18,2025-26,Lithuania LKL,Regular Season,Žalgiris,Nevėžis-Paskolų klubas,88,73
2026-05-21,2025-26,Lithuania LKL,Regular Season,Žalgiris,Rytas,79,75
2026-05-24,2025-26,Lithuania LKL,Regular Season,Žalgiris,Šiauliai,93,72
